dataset,model,sensitive,compression,seed,group,n,selection_rate,mean_entropy,mean_variance,mutual_information,ece,selection_disparity,entropy_disparity,variance_disparity,mi_disparity,ece_disparity,spearman_entropy_ece,spearman_mi_ece,spearman_entropy_selection,config_hash,python,versions
adult,logreg,race,none,7,Asian-Pac-Islander,379,0.221636,0.318076,0.001701,0.005106,0.033812,0.147562,0.128144,0.000898,0.002098,0.061597,-0.9,-0.9,0.8,616de5f622eb,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,7,Black,1169,0.084688,0.245855,0.001123,0.003659,0.036022,0.147562,0.128144,0.000898,0.002098,0.061597,-0.9,-0.9,0.8,616de5f622eb,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,7,Other,108,0.074074,0.213609,0.001007,0.00327,0.06895,0.147562,0.128144,0.000898,0.002098,0.061597,-0.9,-0.9,0.8,616de5f622eb,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,7,White,10431,0.212156,0.341753,0.001905,0.005368,0.007352,0.147562,0.128144,0.000898,0.002098,0.061597,-0.9,-0.9,0.8,616de5f622eb,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,7,Amer-Indian-Eskimo,124,0.080645,0.30001,0.001535,0.004799,0.033473,0.15946,0.117298,0.000816,0.001907,0.06847,-0.7,-0.7,0.8,5ed85062e7e5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,7,Asian-Pac-Islander,379,0.224274,0.316863,0.001598,0.004811,0.034706,0.15946,0.117298,0.000816,0.001907,0.06847,-0.7,-0.7,0.8,5ed85062e7e5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,7,Black,1169,0.082977,0.247223,0.001129,0.003665,0.033504,0.15946,0.117298,0.000816,0.001907,0.06847,-0.7,-0.7,0.8,5ed85062e7e5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,7,Other,108,0.064815,0.224172,0.001067,0.003419,0.075423,0.15946,0.117298,0.000816,0.001907,0.06847,-0.7,-0.7,0.8,5ed85062e7e5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,7,White,10431,0.209472,0.34147,0.001882,0.005326,0.006953,0.15946,0.117298,0.000816,0.001907,0.06847,-0.7,-0.7,0.8,5ed85062e7e5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,7,Amer-Indian-Eskimo,124,0.08871,0.328953,0.001542,0.004815,0.030904,0.104099,0.097713,0.000777,0.001518,0.04198,-0.3,-0.3,0.8,57ef982fd3a4,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,7,Asian-Pac-Islander,379,0.150396,0.34982,0.001722,0.004994,0.036945,0.104099,0.097713,0.000777,0.001518,0.04198,-0.3,-0.3,0.8,57ef982fd3a4,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,7,Black,1169,0.04876,0.264173,0.00113,0.003764,0.027152,0.104099,0.097713,0.000777,0.001518,0.04198,-0.3,-0.3,0.8,57ef982fd3a4,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,7,Other,108,0.046296,0.270175,0.001247,0.004128,0.068259,0.104099,0.097713,0.000777,0.001518,0.04198,-0.3,-0.3,0.8,57ef982fd3a4,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,7,White,10431,0.139296,0.361886,0.001908,0.005282,0.02628,0.104099,0.097713,0.000777,0.001518,0.04198,-0.3,-0.3,0.8,57ef982fd3a4,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,none,8,Female,4079,0.073793,0.220078,0.000979,0.003439,0.013606,0.184446,0.15588,0.001196,0.002439,0.000741,nan,nan,nan,2d2cf19f5899,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,none,8,Male,8132,0.258239,0.375958,0.002175,0.005877,0.012865,0.184446,0.15588,0.001196,0.002439,0.000741,nan,nan,nan,2d2cf19f5899,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.5,8,Female,4079,0.074773,0.222246,0.000986,0.003455,0.012779,0.178178,0.152434,0.001155,0.002375,0.003996,nan,nan,nan,5332c580142c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.5,8,Male,8132,0.252951,0.37468,0.00214,0.00583,0.016775,0.178178,0.152434,0.001155,0.002375,0.003996,nan,nan,nan,5332c580142c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.9,8,Female,4079,0.037754,0.22392,0.000757,0.002835,0.01988,0.133052,0.184486,0.001641,0.003339,0.018055,nan,nan,nan,8c99be2b04b8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.9,8,Male,8132,0.170807,0.408406,0.002398,0.006175,0.037934,0.133052,0.184486,0.001641,0.003339,0.018055,nan,nan,nan,8c99be2b04b8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,8,Amer-Indian-Eskimo,121,0.132231,0.321349,0.001787,0.0053,0.092136,0.156802,0.116012,0.000795,0.001868,0.081562,-0.3,0.1,0.7,4abe630fbd36,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,8,Asian-Pac-Islander,378,0.222222,0.304594,0.001748,0.005159,0.028297,0.156802,0.116012,0.000795,0.001868,0.081562,-0.3,0.1,0.7,4abe630fbd36,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,8,Black,1148,0.08101,0.238908,0.00107,0.0035,0.021004,0.156802,0.116012,0.000795,0.001868,0.081562,-0.3,0.1,0.7,4abe630fbd36,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,8,Other,107,0.065421,0.219005,0.001066,0.003432,0.031041,0.156802,0.116012,0.000795,0.001868,0.081562,-0.3,0.1,0.7,4abe630fbd36,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,8,White,10457,0.210481,0.335017,0.001861,0.005245,0.010575,0.156802,0.116012,0.000795,0.001868,0.081562,-0.3,0.1,0.7,4abe630fbd36,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,8,Amer-Indian-Eskimo,121,0.123967,0.320038,0.001745,0.005221,0.082194,0.160683,0.114238,0.000795,0.001788,0.069141,-0.1,-0.1,0.7,3e7945062657,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,8,Asian-Pac-Islander,378,0.23545,0.307103,0.001603,0.00483,0.046787,0.160683,0.114238,0.000795,0.001788,0.069141,-0.1,-0.1,0.7,3e7945062657,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,8,Black,1148,0.079268,0.240406,0.001075,0.003529,0.020327,0.160683,0.114238,0.000795,0.001788,0.069141,-0.1,-0.1,0.7,3e7945062657,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,8,Other,107,0.074766,0.220376,0.001047,0.003436,0.045462,0.160683,0.114238,0.000795,0.001788,0.069141,-0.1,-0.1,0.7,3e7945062657,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,8,White,10457,0.206465,0.334614,0.001842,0.005224,0.013053,0.160683,0.114238,0.000795,0.001788,0.069141,-0.1,-0.1,0.7,3e7945062657,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,8,Amer-Indian-Eskimo,121,0.115702,0.351638,0.001837,0.0054,0.084797,0.125402,0.099088,0.000774,0.001759,0.060478,0.3,0.5,0.6,a53a46d66d38,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,8,Asian-Pac-Islander,378,0.153439,0.342685,0.001824,0.004999,0.024319,0.125402,0.099088,0.000774,0.001759,0.060478,0.3,0.5,0.6,a53a46d66d38,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,8,Black,1148,0.043554,0.25826,0.001158,0.003641,0.028189,0.125402,0.099088,0.000774,0.001759,0.060478,0.3,0.5,0.6,a53a46d66d38,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,8,Other,107,0.028037,0.272584,0.001362,0.004496,0.047739,0.125402,0.099088,0.000774,0.001759,0.060478,0.3,0.5,0.6,a53a46d66d38,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,8,White,10457,0.135603,0.357348,0.001932,0.005219,0.031526,0.125402,0.099088,0.000774,0.001759,0.060478,0.3,0.5,0.6,a53a46d66d38,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,none,9,Female,4016,0.083416,0.213111,0.000689,0.002426,0.013314,0.168323,0.15301,0.000247,0.000225,2.3e-05,nan,nan,nan,8fd95b007951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,none,9,Male,8195,0.251739,0.366121,0.000936,0.00265,0.013291,0.168323,0.15301,0.000247,0.000225,2.3e-05,nan,nan,nan,8fd95b007951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.5,9,Female,4016,0.084412,0.213047,0.000678,0.002389,0.012384,0.165984,0.152579,0.00025,0.000245,0.00209,nan,nan,nan,5ce0f312952b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.5,9,Male,8195,0.250397,0.365626,0.000928,0.002634,0.014474,0.165984,0.152579,0.00025,0.000245,0.00209,nan,nan,nan,5ce0f312952b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.9,9,Female,4016,0.042082,0.19648,0.000397,0.001563,0.016192,0.139004,0.186514,0.00057,0.001043,0.01411,nan,nan,nan,236762c3571f,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,sex,prune:0.9,9,Male,8195,0.181086,0.382994,0.000967,0.002607,0.030302,0.139004,0.186514,0.00057,0.001043,0.01411,nan,nan,nan,236762c3571f,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,9,Amer-Indian-Eskimo,116,0.103448,0.249601,0.00053,0.001749,0.052132,0.171495,0.137902,0.000662,0.001664,0.042756,-0.2,-0.2,0.9,b86dd2eba468,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,9,Asian-Pac-Islander,405,0.251852,0.326003,0.001145,0.003385,0.045209,0.171495,0.137902,0.000662,0.001664,0.042756,-0.2,-0.2,0.9,b86dd2eba468,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,9,Black,1114,0.097846,0.232373,0.000563,0.001831,0.028924,0.171495,0.137902,0.000662,0.001664,0.042756,-0.2,-0.2,0.9,b86dd2eba468,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,9,Other,112,0.080357,0.18848,0.000483,0.00172,0.040449,0.171495,0.137902,0.000662,0.001664,0.042756,-0.2,-0.2,0.9,b86dd2eba468,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,none,9,White,10464,0.206995,0.326382,0.000882,0.002643,0.009376,0.171495,0.137902,0.000662,0.001664,0.042756,-0.2,-0.2,0.9,b86dd2eba468,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,9,Amer-Indian-Eskimo,116,0.103448,0.247618,0.000506,0.001697,0.052273,0.159149,0.133456,0.000516,0.001297,0.041544,0.1,-0.4,1.0,13fb7137246d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,9,Asian-Pac-Islander,405,0.239506,0.32799,0.001006,0.002994,0.040084,0.159149,0.133456,0.000516,0.001297,0.041544,0.1,-0.4,1.0,13fb7137246d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,9,Black,1114,0.099641,0.2327,0.000556,0.001811,0.027476,0.159149,0.133456,0.000516,0.001297,0.041544,0.1,-0.4,1.0,13fb7137246d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,9,Other,112,0.080357,0.194534,0.00049,0.001746,0.037107,0.159149,0.133456,0.000516,0.001297,0.041544,0.1,-0.4,1.0,13fb7137246d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.5,9,White,10464,0.206613,0.325815,0.000878,0.002634,0.010729,0.159149,0.133456,0.000516,0.001297,0.041544,0.1,-0.4,1.0,13fb7137246d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,9,Amer-Indian-Eskimo,116,0.060345,0.26823,0.000588,0.001808,0.057585,0.101573,0.107967,0.000404,0.000851,0.032454,-0.5,-0.2,0.9,4f07d000d91b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,9,Asian-Pac-Islander,405,0.140741,0.343908,0.00086,0.002405,0.056376,0.101573,0.107967,0.000404,0.000851,0.032454,-0.5,-0.2,0.9,4f07d000d91b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,9,Black,1114,0.048474,0.236411,0.000476,0.001554,0.028674,0.101573,0.107967,0.000404,0.000851,0.032454,-0.5,-0.2,0.9,4f07d000d91b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,9,Other,112,0.044643,0.235941,0.000456,0.001578,0.059724,0.101573,0.107967,0.000404,0.000851,0.032454,-0.5,-0.2,0.9,4f07d000d91b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,logreg,race,prune:0.9,9,White,10464,0.146216,0.331376,0.000814,0.002346,0.027271,0.101573,0.107967,0.000404,0.000851,0.032454,-0.5,-0.2,0.9,4f07d000d91b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,0,Female,4064,0.086368,0.188693,0.013823,0.044547,0.013674,0.198399,0.159755,0.009252,0.019925,0.023612,nan,nan,nan,7f3bab180562,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,0,Male,8147,0.284767,0.348447,0.023075,0.064472,0.037286,0.198399,0.159755,0.009252,0.019925,0.023612,nan,nan,nan,7f3bab180562,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,0,Female,4064,0.356545,0.380666,0.024546,0.068789,0.136313,0.228578,0.003897,0.005756,0.016089,0.061836,nan,nan,nan,dfc23b8aeee0,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,0,Male,8147,0.585123,0.384563,0.01879,0.0527,0.198149,0.228578,0.003897,0.005756,0.016089,0.061836,nan,nan,nan,dfc23b8aeee0,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,0,Female,4064,1.0,0.680551,0.00047,0.001344,0.41271,0.0,0.003582,0.00022,0.000488,0.184827,nan,nan,nan,a5d457c748b3,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,0,Male,8147,1.0,0.676968,0.00069,0.001831,0.227883,0.0,0.003582,0.00022,0.000488,0.184827,nan,nan,nan,a5d457c748b3,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,0,Amer-Indian-Eskimo,113,0.168142,0.282884,0.02034,0.057861,0.035501,0.145993,0.118234,0.024113,0.067664,0.069314,0.0,0.7,0.8,2507921feeca,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,0,Asian-Pac-Islander,371,0.250674,0.292347,0.040065,0.116528,0.084482,0.145993,0.118234,0.024113,0.067664,0.069314,0.0,0.7,0.8,2507921feeca,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,0,Black,1175,0.104681,0.20916,0.015951,0.048863,0.015168,0.145993,0.118234,0.024113,0.067664,0.069314,0.0,0.7,0.8,2507921feeca,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,0,Other,103,0.116505,0.188024,0.018134,0.054495,0.059094,0.145993,0.118234,0.024113,0.067664,0.069314,0.0,0.7,0.8,2507921feeca,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,0,White,10449,0.231984,0.306258,0.019753,0.056799,0.027141,0.145993,0.118234,0.024113,0.067664,0.069314,0.0,0.7,0.8,2507921feeca,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,0,Amer-Indian-Eskimo,113,0.415929,0.378489,0.018918,0.053441,0.159105,0.17599,0.100864,0.016768,0.049226,0.077522,-0.9,0.9,0.7,db612dab7761,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,0,Asian-Pac-Islander,371,0.436658,0.351905,0.035686,0.102667,0.193322,0.17599,0.100864,0.016768,0.049226,0.077522,-0.9,0.9,0.7,db612dab7761,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,0,Black,1175,0.408511,0.369399,0.025108,0.071581,0.17796,0.17599,0.100864,0.016768,0.049226,0.077522,-0.9,0.9,0.7,db612dab7761,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,0,Other,103,0.349515,0.286085,0.025728,0.075166,0.236627,0.17599,0.100864,0.016768,0.049226,0.077522,-0.9,0.9,0.7,db612dab7761,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,0,White,10449,0.525505,0.386948,0.019649,0.054831,0.176627,0.17599,0.100864,0.016768,0.049226,0.077522,-0.9,0.9,0.7,db612dab7761,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,0,Amer-Indian-Eskimo,113,1.0,0.658246,0.000783,0.002403,0.431002,0.0,0.043381,0.00061,0.002174,0.159466,-0.4,0.2,nan,aa73db5e6b52,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
