dataset,model,sensitive,compression,seed,group,n,selection_rate,mean_entropy,mean_variance,mutual_information,ece,selection_disparity,entropy_disparity,variance_disparity,mi_disparity,ece_disparity,spearman_entropy_ece,spearman_mi_ece,spearman_entropy_selection,config_hash,python,versions
adult,mlp,race,prune:0.9,5,White,10440,0.009579,0.678637,0.000176,0.000406,0.160652,0.034091,0.003606,0.000515,0.001316,0.146215,0.2,-0.1,-0.9,058457d18373,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,6,Female,4092,0.095797,0.189646,0.016335,0.049776,0.011314,0.173818,0.154299,0.007998,0.018532,0.024015,nan,nan,nan,c353a9d18426,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,6,Male,8119,0.269614,0.343946,0.024332,0.068307,0.035329,0.173818,0.154299,0.007998,0.018532,0.024015,nan,nan,nan,c353a9d18426,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,6,Female,4092,0.350684,0.339549,0.017568,0.050852,0.109072,0.178938,0.071307,0.002042,0.006335,0.061274,nan,nan,nan,fc54fe66319a,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,6,Male,8119,0.529622,0.410856,0.015526,0.044517,0.170346,0.178938,0.071307,0.002042,0.006335,0.061274,nan,nan,nan,fc54fe66319a,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,6,Female,4092,0.997067,0.68111,0.000142,0.000323,0.468879,0.008029,0.000503,0.000175,0.00039,0.202082,nan,nan,nan,37fefe664dc1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,6,Male,8119,0.989038,0.680607,0.000317,0.000712,0.266797,0.008029,0.000503,0.000175,0.00039,0.202082,nan,nan,nan,37fefe664dc1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,6,Amer-Indian-Eskimo,119,0.109244,0.258192,0.018699,0.055047,0.043086,0.13985,0.120619,0.022168,0.063158,0.07181,0.0,0.7,0.8,fb876c0d915c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,6,Asian-Pac-Islander,399,0.225564,0.258423,0.038126,0.111154,0.084189,0.13985,0.120619,0.022168,0.063158,0.07181,0.0,0.7,0.8,fb876c0d915c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,6,Black,1208,0.109272,0.202675,0.015958,0.047996,0.012379,0.13985,0.120619,0.022168,0.063158,0.07181,0.0,0.7,0.8,fb876c0d915c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,6,Other,105,0.085714,0.184819,0.019678,0.060893,0.0719,0.13985,0.120619,0.022168,0.063158,0.07181,0.0,0.7,0.8,fb876c0d915c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,6,White,10380,0.225145,0.305439,0.021736,0.061945,0.025386,0.13985,0.120619,0.022168,0.063158,0.07181,0.0,0.7,0.8,fb876c0d915c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,6,Amer-Indian-Eskimo,119,0.420168,0.396916,0.013449,0.039434,0.164403,0.158352,0.095211,0.01872,0.053361,0.140193,-0.5,0.5,-0.2,ae8bda4ed2da,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,6,Asian-Pac-Islander,399,0.463659,0.301705,0.032169,0.092795,0.174721,0.158352,0.095211,0.01872,0.053361,0.140193,-0.5,0.5,-0.2,ae8bda4ed2da,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,6,Black,1208,0.328642,0.348399,0.017924,0.051357,0.103622,0.158352,0.095211,0.01872,0.053361,0.140193,-0.5,0.5,-0.2,ae8bda4ed2da,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,6,Other,105,0.457143,0.302763,0.023317,0.070283,0.243815,0.158352,0.095211,0.01872,0.053361,0.140193,-0.5,0.5,-0.2,ae8bda4ed2da,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,6,White,10380,0.486994,0.395463,0.015358,0.04416,0.153445,0.158352,0.095211,0.01872,0.053361,0.140193,-0.5,0.5,-0.2,ae8bda4ed2da,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,6,Amer-Indian-Eskimo,119,1.0,0.681604,0.000173,0.000353,0.44949,0.009345,0.001264,0.000237,0.000543,0.166366,0.1,-0.3,0.666886,1601313d3f71,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,6,Asian-Pac-Islander,399,0.997494,0.681225,8.9e-05,0.000189,0.295785,0.009345,0.001264,0.000237,0.000543,0.166366,0.1,-0.3,0.666886,1601313d3f71,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,6,Black,1208,0.997517,0.68034,0.000151,0.000359,0.45189,0.009345,0.001264,0.000237,0.000543,0.166366,0.1,-0.3,0.666886,1601313d3f71,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,6,Other,105,1.0,0.681416,4.3e-05,8.8e-05,0.462151,0.009345,0.001264,0.000237,0.000543,0.166366,0.1,-0.3,0.666886,1601313d3f71,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,6,White,10380,0.990655,0.680793,0.00028,0.000631,0.319879,0.009345,0.001264,0.000237,0.000543,0.166366,0.1,-0.3,0.666886,1601313d3f71,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,7,Female,4002,0.093953,0.188154,0.013335,0.042233,0.022334,0.164666,0.135167,0.00583,0.012039,0.02546,nan,nan,nan,3c7e769b39a6,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,7,Male,8209,0.258619,0.323321,0.019165,0.054272,0.047794,0.164666,0.135167,0.00583,0.012039,0.02546,nan,nan,nan,3c7e769b39a6,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,7,Female,4002,0.472764,0.419893,0.029518,0.081649,0.279004,0.148993,0.005595,0.010296,0.028398,0.003812,nan,nan,nan,6266a83d2b8f,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,7,Male,8209,0.621757,0.425488,0.019223,0.053251,0.282817,0.148993,0.005595,0.010296,0.028398,0.003812,nan,nan,nan,6266a83d2b8f,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,7,Female,4002,1.0,0.653322,0.000406,0.001119,0.519338,0.0,4.5e-05,5.9e-05,0.000236,0.186803,nan,nan,nan,f960f6c0de5d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,7,Male,8209,1.0,0.653277,0.000348,0.000883,0.332535,0.0,4.5e-05,5.9e-05,0.000236,0.186803,nan,nan,nan,f960f6c0de5d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,7,Amer-Indian-Eskimo,124,0.120968,0.244899,0.015814,0.048369,0.02837,0.125972,0.098751,0.023385,0.066665,0.079337,0.2,1.0,0.8,8f2d3a7a25df,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,7,Asian-Pac-Islander,379,0.226913,0.267832,0.036361,0.106149,0.090793,0.125972,0.098751,0.023385,0.066665,0.079337,0.2,1.0,0.8,8f2d3a7a25df,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,7,Black,1169,0.100941,0.197337,0.012976,0.039484,0.011456,0.125972,0.098751,0.023385,0.066665,0.079337,0.2,1.0,0.8,8f2d3a7a25df,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,7,Other,108,0.111111,0.191147,0.021064,0.062977,0.04983,0.125972,0.098751,0.023385,0.066665,0.079337,0.2,1.0,0.8,8f2d3a7a25df,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,7,White,10431,0.217429,0.289898,0.017017,0.049405,0.039108,0.125972,0.098751,0.023385,0.066665,0.079337,0.2,1.0,0.8,8f2d3a7a25df,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,7,Amer-Indian-Eskimo,124,0.58871,0.407437,0.021973,0.059972,0.374026,0.127457,0.119809,0.009595,0.030813,0.096349,-0.6,0.0,-0.5,a31087e347f8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,7,Asian-Pac-Islander,379,0.593668,0.309598,0.030561,0.087846,0.36233,0.127457,0.119809,0.009595,0.030813,0.096349,-0.6,0.0,-0.5,a31087e347f8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,7,Black,1169,0.46621,0.419193,0.025878,0.072032,0.281295,0.127457,0.119809,0.009595,0.030813,0.096349,-0.6,0.0,-0.5,a31087e347f8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,7,Other,108,0.574074,0.335222,0.031451,0.090786,0.37002,0.127457,0.119809,0.009595,0.030813,0.096349,-0.6,0.0,-0.5,a31087e347f8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,7,White,10431,0.583933,0.429407,0.021856,0.060316,0.277677,0.127457,0.119809,0.009595,0.030813,0.096349,-0.6,0.0,-0.5,a31087e347f8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,7,Amer-Indian-Eskimo,124,1.0,0.65024,0.000316,0.0008,0.507402,0.0,0.008563,0.000163,0.000612,0.148238,0.1,0.6,nan,8ed0b4e0c5cc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,7,Asian-Pac-Islander,379,1.0,0.657753,0.000298,0.000701,0.372678,0.0,0.008563,0.000163,0.000612,0.148238,0.1,0.6,nan,8ed0b4e0c5cc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,7,Black,1169,1.0,0.653423,0.000461,0.001313,0.520917,0.0,0.008563,0.000163,0.000612,0.148238,0.1,0.6,nan,8ed0b4e0c5cc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,7,Other,108,1.0,0.658803,0.000299,0.000754,0.515564,0.0,0.008563,0.000163,0.000612,0.148238,0.1,0.6,nan,8ed0b4e0c5cc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,7,White,10431,1.0,0.653094,0.00036,0.000934,0.377661,0.0,0.008563,0.000163,0.000612,0.148238,0.1,0.6,nan,8ed0b4e0c5cc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,8,Female,4079,0.097083,0.169958,0.015805,0.04954,0.021768,0.174191,0.171912,0.018414,0.045981,0.020077,nan,nan,nan,02d5bde1a740,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,8,Male,8132,0.271274,0.34187,0.034219,0.095521,0.041845,0.174191,0.171912,0.018414,0.045981,0.020077,nan,nan,nan,02d5bde1a740,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,8,Female,4079,0.009806,0.05805,0.003258,0.010914,0.089918,0.000277,0.057356,0.001018,0.004753,0.177001,nan,nan,nan,1d4a0a9231e3,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,8,Male,8132,0.010084,0.115406,0.004276,0.015668,0.266919,0.000277,0.057356,0.001018,0.004753,0.177001,nan,nan,nan,1d4a0a9231e3,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,8,Female,4079,0.003923,0.68737,0.000272,0.000722,0.342587,0.004562,0.001136,0.000277,0.000754,0.196327,nan,nan,nan,bfc8d318231a,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,8,Male,8132,0.008485,0.686234,0.000549,0.001476,0.14626,0.004562,0.001136,0.000277,0.000754,0.196327,nan,nan,nan,bfc8d318231a,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,8,Amer-Indian-Eskimo,121,0.157025,0.270821,0.026579,0.075025,0.04837,0.175797,0.106913,0.024427,0.069846,0.069026,0.0,0.7,0.8,071af2c0ce17,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,8,Asian-Pac-Islander,378,0.272487,0.271135,0.04368,0.126667,0.088617,0.175797,0.106913,0.024427,0.069846,0.069026,0.0,0.7,0.8,071af2c0ce17,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,8,Black,1148,0.09669,0.202542,0.019253,0.056821,0.019591,0.175797,0.106913,0.024427,0.069846,0.069026,0.0,0.7,0.8,071af2c0ce17,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,8,Other,107,0.11215,0.188147,0.026825,0.080794,0.066916,0.175797,0.106913,0.024427,0.069846,0.069026,0.0,0.7,0.8,071af2c0ce17,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,8,White,10457,0.225399,0.29506,0.028501,0.081096,0.034528,0.175797,0.106913,0.024427,0.069846,0.069026,0.0,0.7,0.8,071af2c0ce17,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,8,Amer-Indian-Eskimo,121,0.008264,0.119216,0.004292,0.016211,0.098681,0.025392,0.083789,0.008091,0.023211,0.150836,-0.5,-0.3,0.0,18705b88af3c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,8,Asian-Pac-Islander,378,0.002646,0.035427,0.001871,0.007321,0.247486,0.025392,0.083789,0.008091,0.023211,0.150836,-0.5,-0.3,0.0,18705b88af3c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,8,Black,1148,0.010453,0.067761,0.003477,0.012392,0.096651,0.025392,0.083789,0.008091,0.023211,0.150836,-0.5,-0.3,0.0,18705b88af3c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,8,Other,107,0.028037,0.059408,0.009962,0.030532,0.150592,0.025392,0.083789,0.008091,0.023211,0.150836,-0.5,-0.3,0.0,18705b88af3c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.5,8,White,10457,0.010041,0.101683,0.003995,0.014317,0.220585,0.025392,0.083789,0.008091,0.023211,0.150836,-0.5,-0.3,0.0,18705b88af3c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,8,Amer-Indian-Eskimo,121,0.008264,0.688558,0.00103,0.002603,0.295147,0.006936,0.006354,0.000943,0.002424,0.147578,-0.6,0.2,-0.6,7767fc7edcd7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,8,Asian-Pac-Islander,378,0.002646,0.686778,0.000468,0.00113,0.191618,0.006936,0.006354,0.000943,0.002424,0.147578,-0.6,0.2,-0.6,7767fc7edcd7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,8,Black,1148,0.009582,0.686086,0.000481,0.001381,0.339196,0.006936,0.006354,0.000943,0.002424,0.147578,-0.6,0.2,-0.6,7767fc7edcd7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,8,Other,107,0.009346,0.682204,8.7e-05,0.000179,0.317355,0.006936,0.006354,0.000943,0.002424,0.147578,-0.6,0.2,-0.6,7767fc7edcd7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,prune:0.9,8,White,10457,0.00679,0.686688,0.00045,0.001205,0.196547,0.006936,0.006354,0.000943,0.002424,0.147578,-0.6,0.2,-0.6,7767fc7edcd7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,9,Female,4016,0.105827,0.201211,0.020814,0.062356,0.019004,0.158359,0.154743,0.003302,0.004979,0.016398,nan,nan,nan,dc50ad783f26,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,none,9,Male,8195,0.264185,0.355954,0.024116,0.067336,0.035402,0.158359,0.154743,0.003302,0.004979,0.016398,nan,nan,nan,dc50ad783f26,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,9,Female,4016,0.492779,0.356378,0.034774,0.09991,0.266947,0.08062,0.015853,0.013293,0.03818,0.03804,nan,nan,nan,4cde99ef4af7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.5,9,Male,8195,0.573398,0.340524,0.02148,0.061731,0.228907,0.08062,0.015853,0.013293,0.03818,0.03804,nan,nan,nan,4cde99ef4af7,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,9,Female,4016,0.0,0.540304,0.001191,0.003842,0.165071,0.0,0.061786,0.000335,0.001187,0.120623,nan,nan,nan,2eb98408095d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,sex,prune:0.9,9,Male,8195,0.0,0.602091,0.000856,0.002655,0.044447,0.0,0.061786,0.000335,0.001187,0.120623,nan,nan,nan,2eb98408095d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,9,Amer-Indian-Eskimo,116,0.077586,0.253178,0.020011,0.058816,0.055247,0.181673,0.13406,0.027188,0.074897,0.091926,0.2,0.7,0.6,b47bef4e5977,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,9,Asian-Pac-Islander,405,0.259259,0.288394,0.046141,0.130915,0.108478,0.181673,0.13406,0.027188,0.074897,0.091926,0.2,0.7,0.6,b47bef4e5977,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
adult,mlp,race,none,9,Black,1114,0.111311,0.225292,0.018953,0.056019,0.016551,0.181673,0.13406,0.027188,0.074897,0.091926,0.2,0.7,0.6,b47bef4e5977,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
