dataset,model,sensitive,compression,metric,n_pairs,mean_diff,std_diff,ci_lo,ci_hi,t_stat,p_value,cohens_dz,ci_excludes_zero
compas,logreg,sex,prune:0.5,balanced_accuracy,10,-5.8e-05,0.003496,-0.002559,0.002443,-0.052729,0.9591,-0.016674,False
compas,logreg,sex,prune:0.5,positive_prediction_rate,10,-0.001361,0.00526,-0.005124,0.002402,-0.818334,0.434298,-0.25878,False
compas,logreg,sex,prune:0.5,mean_ece_per_group,10,0.003414,0.00698,-0.00158,0.008407,1.546494,0.156388,0.489044,False
compas,logreg,sex,prune:0.5,ece_disparity,10,-0.0006,0.011808,-0.009047,0.007846,-0.160771,0.875825,-0.05084,False
compas,logreg,sex,prune:0.7,demographic_parity_difference,10,-0.016525,0.015532,-0.027636,-0.005414,-3.364489,0.00833,-1.063945,True
compas,logreg,sex,prune:0.7,equalized_odds_difference,10,-0.003415,0.021118,-0.018521,0.011692,-0.511324,0.621432,-0.161695,False
compas,logreg,sex,prune:0.7,disparate_impact_ratio,10,-0.075228,0.048279,-0.109765,-0.040692,-4.927495,0.000816,-1.558211,True
compas,logreg,sex,prune:0.7,accuracy,10,-0.047246,0.008194,-0.053108,-0.041384,-18.232394,0.0,-5.765589,True
compas,logreg,sex,prune:0.7,balanced_accuracy,10,-0.056008,0.007998,-0.061729,-0.050287,-22.145682,0.0,-7.003079,True
compas,logreg,sex,prune:0.7,positive_prediction_rate,10,-0.092223,0.006401,-0.096802,-0.087644,-45.557271,0.0,-14.406474,True
compas,logreg,sex,prune:0.7,mean_ece_per_group,10,0.00131,0.01023,-0.006009,0.008628,0.404896,0.695009,0.128039,False
compas,logreg,sex,prune:0.7,ece_disparity,10,0.005508,0.021903,-0.010161,0.021176,0.795163,0.446981,0.251452,False
compas,logreg,sex,prune:0.9,demographic_parity_difference,10,-0.138973,0.018083,-0.151909,-0.126037,-24.302382,0.0,-7.685088,True
compas,logreg,sex,prune:0.9,equalized_odds_difference,10,-0.128244,0.026736,-0.147369,-0.109118,-15.168231,0.0,-4.796616,True
compas,logreg,sex,prune:0.9,disparate_impact_ratio,10,0.38355,0.04831,0.348991,0.418109,25.106302,0.0,7.93931,True
compas,logreg,sex,prune:0.9,accuracy,10,-0.135191,0.006402,-0.139771,-0.130611,-66.773333,0.0,-21.115582,True
compas,logreg,sex,prune:0.9,balanced_accuracy,10,-0.166775,0.006322,-0.171297,-0.162253,-83.422437,0.0,-26.380491,True
compas,logreg,sex,prune:0.9,positive_prediction_rate,10,-0.33558,0.00827,-0.341496,-0.329664,-128.313229,0.0,-40.576206,True
compas,logreg,sex,prune:0.9,mean_ece_per_group,10,0.003859,0.01075,-0.003831,0.011549,1.13519,0.285622,0.358979,False
compas,logreg,sex,prune:0.9,ece_disparity,10,0.030199,0.016675,0.01827,0.042127,5.727053,0.000284,1.811053,True
compas,mlp,race,int8,demographic_parity_difference,10,0.020773,0.074649,-0.032627,0.074174,0.879998,0.401747,0.27828,False
compas,mlp,race,int8,equalized_odds_difference,10,-0.015155,0.030756,-0.037156,0.006847,-1.558195,0.153615,-0.492744,False
compas,mlp,race,int8,disparate_impact_ratio,10,-0.004712,0.038396,-0.032179,0.022755,-0.388073,0.706981,-0.122719,False
compas,mlp,race,int8,accuracy,10,0.001296,0.003563,-0.001252,0.003845,1.150524,0.279579,0.363828,False
compas,mlp,race,int8,balanced_accuracy,10,0.002084,0.003925,-0.000724,0.004891,1.67888,0.127483,0.530908,False
compas,mlp,race,int8,positive_prediction_rate,10,0.008555,0.023184,-0.00803,0.02514,1.166844,0.273259,0.368988,False
compas,mlp,race,prune:0.3,demographic_parity_difference,10,0.017384,0.149219,-0.089361,0.124128,0.368396,0.721094,0.116497,False
compas,mlp,race,prune:0.3,equalized_odds_difference,10,0.051439,0.119993,-0.034398,0.137277,1.355624,0.208256,0.428686,False
compas,mlp,race,prune:0.3,disparate_impact_ratio,10,0.012403,0.038355,-0.015034,0.039841,1.022633,0.333182,0.323385,False
compas,mlp,race,prune:0.3,accuracy,10,-0.004212,0.006533,-0.008886,0.000461,-2.039011,0.07188,-0.644792,False
compas,mlp,race,prune:0.3,balanced_accuracy,10,-0.003299,0.007262,-0.008494,0.001895,-1.436807,0.184611,-0.454358,False
compas,mlp,race,prune:0.3,positive_prediction_rate,10,0.010434,0.066396,-0.037062,0.057931,0.496966,0.631126,0.157155,False
compas,mlp,race,prune:0.3,mean_ece_per_group,10,0.019003,0.031683,-0.003661,0.041668,1.896713,0.090362,0.599793,False
compas,mlp,race,prune:0.3,ece_disparity,10,0.037887,0.110682,-0.041291,0.117064,1.082453,0.307199,0.342302,False
compas,mlp,race,prune:0.5,demographic_parity_difference,10,-0.036424,0.174544,-0.161286,0.088438,-0.659907,0.525839,-0.208681,False
compas,mlp,race,prune:0.5,equalized_odds_difference,10,-0.028503,0.244441,-0.203366,0.146359,-0.368739,0.720847,-0.116606,False
compas,mlp,race,prune:0.5,disparate_impact_ratio,10,0.048609,0.209898,-0.101543,0.198762,0.732336,0.482598,0.231585,False
compas,mlp,race,prune:0.5,accuracy,10,-0.038691,0.069154,-0.088161,0.010779,-1.769252,0.110637,-0.559487,False
compas,mlp,race,prune:0.5,balanced_accuracy,10,-0.035176,0.054965,-0.074496,0.004144,-2.023731,0.073677,-0.63996,False
compas,mlp,race,prune:0.5,positive_prediction_rate,10,0.042191,0.218051,-0.113794,0.198175,0.611868,0.555765,0.19349,False
compas,mlp,race,prune:0.5,mean_ece_per_group,10,0.03293,0.05349,-0.005334,0.071194,1.946804,0.083394,0.615634,False
compas,mlp,race,prune:0.5,ece_disparity,10,-0.014795,0.149644,-0.121843,0.092254,-0.312642,0.761676,-0.098866,False
compas,mlp,race,prune:0.7,demographic_parity_difference,10,-0.157114,0.21256,-0.309171,-0.005058,-2.337401,0.044208,-0.739151,True
compas,mlp,race,prune:0.7,equalized_odds_difference,10,-0.133839,0.262708,-0.321769,0.054091,-1.611052,0.141628,-0.509459,False
compas,mlp,race,prune:0.7,disparate_impact_ratio,10,0.132886,0.27742,-0.065568,0.331341,1.514758,0.164135,0.479008,False
compas,mlp,race,prune:0.7,accuracy,10,-0.091121,0.080194,-0.148489,-0.033754,-3.593152,0.00581,-1.136255,True
compas,mlp,race,prune:0.7,balanced_accuracy,10,-0.081366,0.068535,-0.130393,-0.032339,-3.754313,0.004524,-1.187218,True
compas,mlp,race,prune:0.7,positive_prediction_rate,10,0.115619,0.321369,-0.114274,0.345512,1.137694,0.284628,0.359771,False
compas,mlp,race,prune:0.7,mean_ece_per_group,10,0.072475,0.084174,0.01226,0.132689,2.722752,0.023502,0.86101,True
compas,mlp,race,prune:0.7,ece_disparity,10,-0.010012,0.208832,-0.159402,0.139377,-0.151613,0.882836,-0.047944,False
compas,mlp,race,prune:0.9,demographic_parity_difference,10,-0.484705,0.220413,-0.642379,-0.327031,-6.954099,6.7e-05,-2.199079,True
compas,mlp,race,prune:0.9,equalized_odds_difference,10,-0.335215,0.384004,-0.609916,-0.060515,-2.760501,0.022094,-0.872947,True
compas,mlp,race,prune:0.9,disparate_impact_ratio,10,0.521227,0.407937,0.229407,0.813047,4.04049,0.002926,1.277715,True
compas,mlp,race,prune:0.9,accuracy,10,-0.185936,0.053544,-0.22424,-0.147633,-10.981194,2e-06,-3.472558,True
compas,mlp,race,prune:0.9,balanced_accuracy,10,-0.163378,0.027638,-0.183149,-0.143607,-18.693079,0.0,-5.911271,True
compas,mlp,race,prune:0.9,positive_prediction_rate,10,0.265133,0.438487,-0.048542,0.578807,1.912085,0.088167,0.604654,False
compas,mlp,race,prune:0.9,mean_ece_per_group,10,0.066845,0.062352,0.022241,0.111449,3.390151,0.007997,1.07206,True
compas,mlp,race,prune:0.9,ece_disparity,10,0.055404,0.22028,-0.102175,0.212982,0.795359,0.446873,0.251514,False
compas,mlp,sex,int8,demographic_parity_difference,10,0.002475,0.008557,-0.003646,0.008597,0.914756,0.384173,0.289271,False
compas,mlp,sex,int8,equalized_odds_difference,10,-0.001683,0.011662,-0.010026,0.006659,-0.456451,0.658882,-0.144342,False
compas,mlp,sex,int8,disparate_impact_ratio,10,-0.000508,0.029443,-0.02157,0.020554,-0.054561,0.95768,-0.017254,False
compas,mlp,sex,int8,accuracy,10,0.001296,0.003563,-0.001252,0.003845,1.150524,0.279579,0.363828,False
compas,mlp,sex,int8,balanced_accuracy,10,0.002084,0.003925,-0.000724,0.004891,1.67888,0.127483,0.530908,False
compas,mlp,sex,int8,positive_prediction_rate,10,0.008555,0.023184,-0.00803,0.02514,1.166844,0.273259,0.368988,False
compas,mlp,sex,prune:0.3,demographic_parity_difference,10,0.006174,0.013773,-0.003678,0.016027,1.417674,0.189965,0.448308,False
compas,mlp,sex,prune:0.3,equalized_odds_difference,10,0.013673,0.025266,-0.004402,0.031748,1.711276,0.121191,0.541153,False
compas,mlp,sex,prune:0.3,disparate_impact_ratio,10,-0.012506,0.035584,-0.037961,0.012949,-1.111386,0.295209,-0.351451,False
compas,mlp,sex,prune:0.3,accuracy,10,-0.004212,0.006533,-0.008886,0.000461,-2.039011,0.07188,-0.644792,False
compas,mlp,sex,prune:0.3,balanced_accuracy,10,-0.003299,0.007262,-0.008494,0.001895,-1.436807,0.184611,-0.454358,False
compas,mlp,sex,prune:0.3,positive_prediction_rate,10,0.010434,0.066396,-0.037062,0.057931,0.496966,0.631126,0.157155,False
compas,mlp,sex,prune:0.3,mean_ece_per_group,10,0.009941,0.015014,-0.0008,0.020681,2.09376,0.065781,0.662105,False
compas,mlp,sex,prune:0.3,ece_disparity,10,0.00862,0.022444,-0.007435,0.024676,1.214573,0.255433,0.384082,False
compas,mlp,sex,prune:0.5,demographic_parity_difference,10,-0.006946,0.045446,-0.039457,0.025564,-0.483342,0.640394,-0.152846,False
compas,mlp,sex,prune:0.5,equalized_odds_difference,10,-0.002271,0.040672,-0.031366,0.026824,-0.176573,0.863754,-0.055837,False
compas,mlp,sex,prune:0.5,disparate_impact_ratio,10,-0.017592,0.129158,-0.109986,0.074802,-0.430723,0.676801,-0.136207,False
compas,mlp,sex,prune:0.5,accuracy,10,-0.038691,0.069154,-0.088161,0.010779,-1.769252,0.110637,-0.559487,False
compas,mlp,sex,prune:0.5,balanced_accuracy,10,-0.035176,0.054965,-0.074496,0.004144,-2.023731,0.073677,-0.63996,False
compas,mlp,sex,prune:0.5,positive_prediction_rate,10,0.042191,0.218051,-0.113794,0.198175,0.611868,0.555765,0.19349,False
compas,mlp,sex,prune:0.5,mean_ece_per_group,10,0.035365,0.06724,-0.012736,0.083465,1.663188,0.130636,0.525946,False
compas,mlp,sex,prune:0.5,ece_disparity,10,0.008646,0.030966,-0.013506,0.030798,0.882888,0.400264,0.279194,False
compas,mlp,sex,prune:0.7,demographic_parity_difference,10,-0.063445,0.03929,-0.091552,-0.035339,-5.106439,0.00064,-1.614798,True
compas,mlp,sex,prune:0.7,equalized_odds_difference,10,-0.050529,0.032581,-0.073836,-0.027222,-4.904296,0.000843,-1.550875,True
compas,mlp,sex,prune:0.7,disparate_impact_ratio,10,0.059419,0.217727,-0.096333,0.215172,0.863009,0.41054,0.272907,False
compas,mlp,sex,prune:0.7,accuracy,10,-0.091121,0.080194,-0.148489,-0.033754,-3.593152,0.00581,-1.136255,True
compas,mlp,sex,prune:0.7,balanced_accuracy,10,-0.081366,0.068535,-0.130393,-0.032339,-3.754313,0.004524,-1.187218,True
compas,mlp,sex,prune:0.7,positive_prediction_rate,10,0.115619,0.321369,-0.114274,0.345512,1.137694,0.284628,0.359771,False
compas,mlp,sex,prune:0.7,mean_ece_per_group,10,0.078389,0.063402,0.033034,0.123744,3.909761,0.003566,1.236375,True
compas,mlp,sex,prune:0.7,ece_disparity,10,0.02422,0.040918,-0.00505,0.053491,1.871835,0.094023,0.591926,False
compas,mlp,sex,prune:0.9,demographic_parity_difference,10,-0.122686,0.025189,-0.140705,-0.104667,-15.402075,0.0,-4.870564,True
compas,mlp,sex,prune:0.9,equalized_odds_difference,10,-0.099503,0.043092,-0.130329,-0.068677,-7.301974,4.6e-05,-2.309087,True
compas,mlp,sex,prune:0.9,disparate_impact_ratio,10,0.185638,0.32224,-0.044879,0.416155,1.821743,0.101821,0.576086,False
compas,mlp,sex,prune:0.9,accuracy,10,-0.185936,0.053544,-0.22424,-0.147633,-10.981194,2e-06,-3.472558,True
compas,mlp,sex,prune:0.9,balanced_accuracy,10,-0.163378,0.027638,-0.183149,-0.143607,-18.693079,0.0,-5.911271,True
compas,mlp,sex,prune:0.9,positive_prediction_rate,10,0.265133,0.438487,-0.048542,0.578807,1.912085,0.088167,0.604654,False
compas,mlp,sex,prune:0.9,mean_ece_per_group,10,0.074801,0.046362,0.041636,0.107967,5.102054,0.000643,1.613411,True
compas,mlp,sex,prune:0.9,ece_disparity,10,0.063939,0.048952,0.028921,0.098957,4.130452,0.002558,1.306164,True
