dataset,model,sensitive,sparsity,seed,binning,n_bins,mean_ece_per_group,ece_disparity,min_group_ece,max_group_ece,n_groups_scored,mean_confidence,std_confidence,n_distinct_confidence,python,versions
adult,mlp,sex,0.9,2,equal_width,15,0.406651,0.19408,0.309611,0.503691,2,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,2,equal_mass,10,0.406651,0.19408,0.309611,0.503691,2,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,2,equal_mass,15,0.406651,0.19408,0.309611,0.503691,2,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,3,equal_width,10,0.184937,0.168756,0.100559,0.269315,2,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,3,equal_width,15,0.189169,0.166686,0.105826,0.272512,2,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,3,equal_mass,10,0.181363,0.172207,0.09526,0.267466,2,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,3,equal_mass,15,0.187794,0.164787,0.1054,0.270188,2,0.609111,0.078762,4076,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,4,equal_width,10,0.215081,0.094869,0.167647,0.262515,2,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,4,equal_width,15,0.215447,0.095601,0.167647,0.263248,2,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,4,equal_mass,10,0.205036,0.071479,0.169296,0.240775,2,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,sex,0.9,4,equal_mass,15,0.224775,0.087291,0.181129,0.26842,2,0.624267,0.128621,4429,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,0,equal_width,10,0.044277,0.069314,0.015168,0.084482,5,0.859757,0.157888,10102,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,0,equal_width,15,0.048903,0.087035,0.013709,0.100744,5,0.859757,0.157888,10102,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,0,equal_mass,10,0.044727,0.066165,0.021527,0.087692,5,0.859757,0.157888,10102,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,0,equal_mass,15,0.048321,0.077791,0.016254,0.094045,5,0.859757,0.157888,10102,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,1,equal_width,10,0.065556,0.075822,0.032128,0.107951,5,0.881209,0.152795,8862,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,1,equal_width,15,0.065522,0.075211,0.035479,0.11069,5,0.881209,0.152795,8862,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,1,equal_mass,10,0.062239,0.076502,0.031449,0.107951,5,0.881209,0.152795,8862,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,1,equal_mass,15,0.061504,0.074653,0.033297,0.107951,5,0.881209,0.152795,8862,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,2,equal_width,10,0.05222,0.09084,0.010318,0.101158,5,0.855691,0.159905,9705,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,2,equal_width,15,0.058552,0.08443,0.019128,0.103558,5,0.855691,0.159905,9705,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,2,equal_mass,10,0.05576,0.087484,0.013674,0.101158,5,0.855691,0.159905,9705,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,2,equal_mass,15,0.057729,0.090444,0.0122,0.102644,5,0.855691,0.159905,9705,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,3,equal_width,10,0.062101,0.109412,0.016298,0.12571,5,0.871242,0.157325,9057,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,3,equal_width,15,0.073393,0.106359,0.01935,0.12571,5,0.871242,0.157325,9057,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,3,equal_mass,10,0.058024,0.098015,0.016726,0.114741,5,0.871242,0.157325,9057,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,3,equal_mass,15,0.065936,0.112701,0.017023,0.129723,5,0.871242,0.157325,9057,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,4,equal_width,10,0.047181,0.061615,0.021084,0.0827,5,0.85342,0.163823,9978,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,4,equal_width,15,0.045328,0.056845,0.021539,0.078384,5,0.85342,0.163823,9978,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,4,equal_mass,10,0.043843,0.056805,0.020377,0.077182,5,0.85342,0.163823,9978,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.0,4,equal_mass,15,0.049824,0.066837,0.019496,0.086332,5,0.85342,0.163823,9978,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,0,equal_width,10,0.093905,0.105792,0.047246,0.153037,5,0.860869,0.152927,10594,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,0,equal_width,15,0.101694,0.101956,0.054866,0.156822,5,0.860869,0.152927,10594,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,0,equal_mass,10,0.093483,0.100246,0.053812,0.154058,5,0.860869,0.152927,10594,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,0,equal_mass,15,0.102657,0.099784,0.053809,0.153593,5,0.860869,0.152927,10594,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,1,equal_width,10,0.216368,0.12194,0.161437,0.283377,5,0.851629,0.149294,11061,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,1,equal_width,15,0.219695,0.11285,0.170527,0.283377,5,0.851629,0.149294,11061,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,1,equal_mass,10,0.216017,0.123695,0.159682,0.283377,5,0.851629,0.149294,11061,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,1,equal_mass,15,0.223082,0.105107,0.178224,0.28333,5,0.851629,0.149294,11061,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,2,equal_width,10,0.4129,0.168421,0.329432,0.497853,5,0.88481,0.140195,10860,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,2,equal_width,15,0.413974,0.169261,0.329432,0.498693,5,0.88481,0.140195,10860,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,2,equal_mass,10,0.410167,0.158699,0.329432,0.48813,5,0.88481,0.140195,10860,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,2,equal_mass,15,0.412111,0.168421,0.329432,0.497853,5,0.88481,0.140195,10860,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,3,equal_width,10,0.1212,0.117585,0.056251,0.173836,5,0.839073,0.158763,10609,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,3,equal_width,15,0.124225,0.11475,0.059086,0.173836,5,0.839073,0.158763,10609,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,3,equal_mass,10,0.123079,0.106077,0.067759,0.173836,5,0.839073,0.158763,10609,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,3,equal_mass,15,0.131152,0.096783,0.077053,0.173836,5,0.839073,0.158763,10609,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,4,equal_width,10,0.068178,0.101961,0.03231,0.134271,5,0.884302,0.144185,9414,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,4,equal_width,15,0.075314,0.097097,0.037173,0.134271,5,0.884302,0.144185,9414,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,4,equal_mass,10,0.069459,0.101016,0.03326,0.134276,5,0.884302,0.144185,9414,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.3,4,equal_mass,15,0.070449,0.103251,0.032948,0.136199,5,0.884302,0.144185,9414,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,0,equal_width,10,0.188728,0.077522,0.159105,0.236627,5,0.816501,0.157622,11450,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,0,equal_width,15,0.199109,0.081996,0.176627,0.258623,5,0.816501,0.157622,11450,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,0,equal_mass,10,0.193731,0.06,0.176627,0.236627,5,0.816501,0.157622,11450,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,0,equal_mass,15,0.194792,0.06,0.176627,0.236627,5,0.816501,0.157622,11450,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,1,equal_width,10,0.133512,0.189718,0.072061,0.261778,5,0.819885,0.160011,11342,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,1,equal_width,15,0.137721,0.177703,0.084076,0.261778,5,0.819885,0.160011,11342,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,1,equal_mass,10,0.13695,0.171565,0.090214,0.261778,5,0.819885,0.160011,11342,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,1,equal_mass,15,0.142199,0.168184,0.093595,0.261778,5,0.819885,0.160011,11342,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,2,equal_width,10,0.443675,0.159427,0.403608,0.563035,5,0.854344,0.147753,11174,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,2,equal_width,15,0.443798,0.160045,0.403608,0.563653,5,0.854344,0.147753,11174,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,2,equal_mass,10,0.444528,0.162359,0.403608,0.565967,5,0.854344,0.147753,11174,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,2,equal_mass,15,0.441736,0.161378,0.398351,0.55973,5,0.854344,0.147753,11174,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,3,equal_width,10,0.205855,0.074624,0.16437,0.238993,5,0.847914,0.153066,11039,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,3,equal_width,15,0.208117,0.069067,0.169926,0.238993,5,0.847914,0.153066,11039,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,3,equal_mass,10,0.204043,0.073414,0.163213,0.236627,5,0.847914,0.153066,11039,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,3,equal_mass,15,0.206236,0.062624,0.171886,0.234509,5,0.847914,0.153066,11039,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,4,equal_width,10,0.115192,0.133089,0.060995,0.194084,5,0.918933,0.132458,7679,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,4,equal_width,15,0.123284,0.137323,0.061586,0.198909,5,0.918933,0.132458,7679,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,4,equal_mass,10,0.113212,0.130846,0.059193,0.190038,5,0.918933,0.132458,7679,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.5,4,equal_mass,15,0.114,0.130845,0.059193,0.190038,5,0.918933,0.132458,7679,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,0,equal_width,10,0.270107,0.13389,0.195303,0.329194,5,0.767756,0.159709,11585,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,0,equal_width,15,0.271043,0.133245,0.195949,0.329194,5,0.767756,0.159709,11585,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,0,equal_mass,10,0.270107,0.13389,0.195303,0.329194,5,0.767756,0.159709,11585,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,0,equal_mass,15,0.274628,0.132886,0.196308,0.329194,5,0.767756,0.159709,11585,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,1,equal_width,10,0.254417,0.198245,0.133052,0.331297,5,0.743085,0.151714,9951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,1,equal_width,15,0.255316,0.198245,0.133052,0.331297,5,0.743085,0.151714,9951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,1,equal_mass,10,0.258292,0.181493,0.151114,0.332607,5,0.743085,0.151714,9951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,1,equal_mass,15,0.256883,0.18651,0.145082,0.331593,5,0.743085,0.151714,9951,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,2,equal_width,10,0.276029,0.156268,0.20848,0.364748,5,0.737285,0.144518,9849,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,2,equal_width,15,0.279434,0.153138,0.213727,0.366865,5,0.737285,0.144518,9849,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,2,equal_mass,10,0.278983,0.156268,0.20848,0.364748,5,0.737285,0.144518,9849,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,2,equal_mass,15,0.277602,0.156268,0.20848,0.364748,5,0.737285,0.144518,9849,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,3,equal_width,10,0.080828,0.080856,0.043983,0.124839,5,0.83702,0.171815,9376,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,3,equal_width,15,0.089693,0.085094,0.042962,0.128057,5,0.83702,0.171815,9376,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,3,equal_mass,10,0.078355,0.079612,0.045227,0.124839,5,0.83702,0.171815,9376,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,3,equal_mass,15,0.092086,0.081206,0.043643,0.124849,5,0.83702,0.171815,9376,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,4,equal_width,10,0.164355,0.103861,0.107899,0.21176,5,0.800928,0.174602,10689,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,4,equal_width,15,0.165488,0.108193,0.107899,0.216092,5,0.800928,0.174602,10689,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,4,equal_mass,10,0.16366,0.111974,0.099786,0.21176,5,0.800928,0.174602,10689,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.7,4,equal_mass,15,0.172568,0.129192,0.102901,0.232093,5,0.800928,0.174602,10689,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,0,equal_width,10,0.36176,0.159466,0.271536,0.431002,5,0.528689,0.075382,2162,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,0,equal_width,15,0.365123,0.163238,0.271536,0.434774,5,0.528689,0.075382,2162,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,0,equal_mass,10,0.361602,0.159466,0.271536,0.431002,5,0.528689,0.075382,2162,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,0,equal_mass,15,0.361602,0.159466,0.271536,0.431002,5,0.528689,0.075382,2162,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,1,equal_width,10,0.382356,0.142055,0.315406,0.457461,5,0.666743,0.092903,3011,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,1,equal_width,15,0.38231,0.140213,0.317249,0.457461,5,0.666743,0.092903,3011,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,1,equal_mass,10,0.368668,0.136844,0.311605,0.448449,5,0.666743,0.092903,3011,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,1,equal_mass,15,0.372628,0.1231,0.311605,0.434705,5,0.666743,0.092903,3011,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,2,equal_width,10,0.442025,0.182732,0.35742,0.540152,5,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
adult,mlp,race,0.9,2,equal_width,15,0.442025,0.182732,0.35742,0.540152,5,0.611987,0.013195,81,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
