dataset,model,sensitive,sparsity,seed,binning,n_bins,mean_ece_per_group,ece_disparity,min_group_ece,max_group_ece,n_groups_scored,mean_confidence,std_confidence,n_distinct_confidence,python,versions
compas,logreg,race,0.9,3,equal_width,10,0.139938,0.402985,0.054655,0.45764,6,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,3,equal_width,15,0.139938,0.402985,0.054655,0.45764,6,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,3,equal_mass,10,0.139938,0.402985,0.054655,0.45764,6,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,3,equal_mass,15,0.139938,0.402985,0.054655,0.45764,6,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,4,equal_width,10,0.172038,0.389535,0.068154,0.457689,6,0.542311,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,4,equal_width,15,0.172038,0.389535,0.068154,0.457689,6,0.542311,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,4,equal_mass,10,0.172038,0.389535,0.068154,0.457689,6,0.542311,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,race,0.9,4,equal_mass,15,0.172038,0.389535,0.068154,0.457689,6,0.542311,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,0,equal_width,10,0.057255,0.038814,0.037848,0.076662,2,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,0,equal_width,15,0.05869,0.029545,0.043917,0.073463,2,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,0,equal_mass,10,0.060504,0.025916,0.047546,0.073463,2,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,0,equal_mass,15,0.077806,0.036623,0.059495,0.096118,2,0.656565,0.119306,566,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,1,equal_width,10,0.050717,0.050286,0.025574,0.07586,2,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,1,equal_width,15,0.054393,0.039751,0.034517,0.074268,2,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,1,equal_mass,10,0.063994,0.051116,0.038436,0.089552,2,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,1,equal_mass,15,0.076468,0.045336,0.0538,0.099136,2,0.653797,0.118276,570,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,2,equal_width,10,0.058241,0.051497,0.032493,0.083989,2,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,2,equal_width,15,0.06473,0.053072,0.038194,0.091266,2,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,2,equal_mass,10,0.064382,0.05711,0.035827,0.092937,2,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,2,equal_mass,15,0.080994,0.052801,0.054593,0.107394,2,0.656904,0.116444,560,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,3,equal_width,10,0.06246,0.042602,0.041159,0.083761,2,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,3,equal_width,15,0.06872,0.048554,0.044443,0.092997,2,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,3,equal_mass,10,0.061826,0.050561,0.036545,0.087106,2,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,3,equal_mass,15,0.07524,0.040815,0.054833,0.095647,2,0.656807,0.116118,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,4,equal_width,10,0.075628,0.079978,0.035639,0.115617,2,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,4,equal_width,15,0.075478,0.079562,0.035698,0.115259,2,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,4,equal_mass,10,0.073512,0.076837,0.035094,0.11193,2,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.0,4,equal_mass,15,0.077998,0.070901,0.042547,0.113448,2,0.64924,0.111167,578,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,0,equal_width,10,0.057236,0.030695,0.041888,0.072583,2,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,0,equal_width,15,0.058714,0.020999,0.048214,0.069213,2,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,0,equal_mass,10,0.060103,0.019798,0.050203,0.070002,2,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,0,equal_mass,15,0.079611,0.038435,0.060393,0.098828,2,0.656486,0.118889,512,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,1,equal_width,10,0.051602,0.037617,0.032794,0.070411,2,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,1,equal_width,15,0.05388,0.03555,0.036105,0.071655,2,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,1,equal_mass,10,0.054393,0.033225,0.037781,0.071006,2,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,1,equal_mass,15,0.06831,0.038717,0.048951,0.087668,2,0.652231,0.117918,509,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,2,equal_width,10,0.058652,0.058037,0.029634,0.087671,2,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,2,equal_width,15,0.067537,0.054533,0.040271,0.094804,2,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,2,equal_mass,10,0.071577,0.053887,0.044634,0.098521,2,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,2,equal_mass,15,0.079022,0.039737,0.059154,0.098891,2,0.655758,0.11612,502,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,3,equal_width,10,0.062425,0.041917,0.041467,0.083383,2,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,3,equal_width,15,0.06884,0.048272,0.044704,0.092976,2,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,3,equal_mass,10,0.063127,0.050159,0.038048,0.088207,2,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,3,equal_mass,15,0.076217,0.038467,0.056983,0.09545,2,0.657322,0.116314,516,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,4,equal_width,10,0.073703,0.081649,0.032879,0.114528,2,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,4,equal_width,15,0.074659,0.078367,0.035475,0.113842,2,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,4,equal_mass,10,0.0731,0.074382,0.035909,0.110291,2,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.3,4,equal_mass,15,0.082007,0.068953,0.047531,0.116484,2,0.646252,0.110192,526,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,0,equal_width,10,0.065501,0.046795,0.042104,0.088899,2,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,0,equal_width,15,0.068791,0.042455,0.047563,0.090019,2,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,0,equal_mass,10,0.07016,0.037477,0.051422,0.088899,2,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,0,equal_mass,15,0.081449,0.045682,0.058608,0.104291,2,0.650994,0.118978,448,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,1,equal_width,10,0.049261,0.029415,0.034553,0.063968,2,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,1,equal_width,15,0.059259,0.039965,0.039277,0.079242,2,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,1,equal_mass,10,0.07199,0.066601,0.038689,0.10529,2,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,1,equal_mass,15,0.074432,0.056472,0.046196,0.102668,2,0.646819,0.117899,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,2,equal_width,10,0.066927,0.06352,0.035167,0.098687,2,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,2,equal_width,15,0.077593,0.053431,0.050877,0.104308,2,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,2,equal_mass,10,0.075248,0.068953,0.040772,0.109725,2,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,2,equal_mass,15,0.086394,0.050828,0.06098,0.111808,2,0.649316,0.115597,437,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,3,equal_width,10,0.065799,0.041826,0.044886,0.086712,2,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,3,equal_width,15,0.070346,0.050921,0.044886,0.095807,2,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,3,equal_mass,10,0.069759,0.060012,0.039753,0.099765,2,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,3,equal_mass,15,0.079572,0.058173,0.050485,0.108659,2,0.649963,0.115419,444,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,4,equal_width,10,0.077664,0.080792,0.037268,0.11806,2,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,4,equal_width,15,0.080471,0.076867,0.042037,0.118905,2,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,4,equal_mass,10,0.080533,0.074849,0.043108,0.117957,2,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.5,4,equal_mass,15,0.090102,0.07133,0.054437,0.125767,2,0.639285,0.109075,451,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,0,equal_width,10,0.073392,0.092344,0.02722,0.119565,2,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,0,equal_width,15,0.085136,0.077673,0.046299,0.123972,2,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,0,equal_mass,10,0.079172,0.069096,0.044624,0.11372,2,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,0,equal_mass,15,0.082776,0.061889,0.051831,0.11372,2,0.649105,0.086745,32,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,1,equal_width,10,0.040016,0.032306,0.023863,0.056169,2,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,1,equal_width,15,0.061541,0.000817,0.061133,0.06195,2,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,1,equal_mass,10,0.061096,0.002875,0.059658,0.062533,2,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,1,equal_mass,15,0.074208,0.022925,0.062746,0.085671,2,0.648329,0.081249,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,2,equal_width,10,0.069243,0.07268,0.032903,0.105583,2,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,2,equal_width,15,0.075596,0.063703,0.043745,0.107447,2,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,2,equal_mass,10,0.081634,0.06321,0.050029,0.113239,2,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,2,equal_mass,15,0.08297,0.060539,0.0527,0.113239,2,0.647631,0.081144,30,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,3,equal_width,10,0.058857,0.049781,0.033966,0.083748,2,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,3,equal_width,15,0.05896,0.049576,0.034172,0.083748,2,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,3,equal_mass,10,0.066941,0.029449,0.052217,0.081666,2,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,3,equal_mass,15,0.066877,0.025749,0.054002,0.079751,2,0.644597,0.084177,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,4,equal_width,10,0.066365,0.080978,0.025876,0.106854,2,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,4,equal_width,15,0.066639,0.07624,0.028519,0.104759,2,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,4,equal_mass,10,0.065661,0.069953,0.030685,0.100638,2,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.7,4,equal_mass,15,0.069455,0.070231,0.03434,0.10457,2,0.636196,0.081847,31,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,0,equal_width,10,0.070073,0.08648,0.026833,0.113313,2,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,0,equal_width,15,0.070073,0.08648,0.026833,0.113313,2,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,0,equal_mass,10,0.070073,0.08648,0.026833,0.113313,2,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,0,equal_mass,15,0.070073,0.08648,0.026833,0.113313,2,0.546262,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,1,equal_width,10,0.063411,0.074199,0.026311,0.100511,2,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,1,equal_width,15,0.063411,0.074199,0.026311,0.100511,2,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,1,equal_mass,10,0.063411,0.074199,0.026311,0.100511,2,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,1,equal_mass,15,0.063411,0.074199,0.026311,0.100511,2,0.545792,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,2,equal_width,10,0.073619,0.087855,0.029691,0.117546,2,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,2,equal_width,15,0.073619,0.087855,0.029691,0.117546,2,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,2,equal_mass,10,0.073619,0.087855,0.029691,0.117546,2,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,2,equal_mass,15,0.073619,0.087855,0.029691,0.117546,2,0.54582,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,3,equal_width,10,0.060155,0.07702,0.021645,0.098666,2,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
compas,logreg,sex,0.9,3,equal_width,15,0.060155,0.07702,0.021645,0.098666,2,0.54236,0.0,1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0""}"
