dataset,model,sensitive,compression,demographic_parity_difference_mean,demographic_parity_difference_std,equalized_odds_difference_mean,equalized_odds_difference_std,disparate_impact_ratio_mean,disparate_impact_ratio_std,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,positive_prediction_rate_mean,positive_prediction_rate_std,mean_predicted_prob_mean,mean_predicted_prob_std,std_predicted_prob_mean,std_predicted_prob_std,mean_group_predictive_entropy_mean,mean_group_predictive_entropy_std,mean_group_predictive_variance_mean,mean_group_predictive_variance_std,mean_group_mutual_information_mean,mean_group_mutual_information_std,mean_ece_per_group_mean,mean_ece_per_group_std,entropy_disparity_mean,entropy_disparity_std,variance_disparity_mean,variance_disparity_std,mi_disparity_mean,mi_disparity_std,ece_disparity_mean,ece_disparity_std,selective_fairness_auc_mean,selective_fairness_auc_std,n_params_mean,n_params_std,flops_mean,flops_std,peak_ram_bytes_mean,peak_ram_bytes_std,n_seeds,skip_reason
compas,logreg,sex,prune:0.3,0.1381183,0.017367817690903037,0.1285666,0.027313220523727654,0.6201515,0.04703294417096264,0.6811406,0.006858459337846113,0.6678429,0.007115723301253338,0.33726500000000004,0.01085825232510075,0.4565786,0.005442269465336427,0.1881648,0.0055722438289156915,0.6168313999999999,0.008113609543367373,0.0006293,0.00012811284088646226,0.0017134,0.00032965240953330093,0.058328599999999994,0.009074378952731575,0.0108985,0.005098010401671966,0.000117,4.053530696949403e-05,0.0004326,0.0001776933688502003,0.049074999999999994,0.01979131830991671,0.17082219999999998,0.02305810115917325,6.0,0.0,9258.0,0.0,63955.0,0.0,10,
compas,logreg,sex,prune:0.5,0.1328221,0.022070549278016015,0.12166360000000001,0.0325818028598787,0.6315967,0.054580852244985045,0.6802981,0.007307141901363803,0.6667167,0.007384359793960948,0.3342189,0.007955378340748123,0.4569567,0.005513605314734343,0.18182510000000002,0.005472232338512929,0.621635,0.007806566096704889,0.0006403,0.00012899961240251848,0.0017332,0.0003336447878274804,0.0624428,0.013151879458423003,0.009933500000000001,0.00474607192552138,0.0001199,3.9571173570893475e-05,0.0004424,0.0001784577136342264,0.051267799999999995,0.022000762723142123,0.1644236,0.022041946572639883,6.0,0.0,9258.0,0.0,63955.0,0.0,10,
compas,logreg,sex,prune:0.7,0.1224477,0.015624549316522518,0.12482889999999999,0.032322401610613304,0.5412219,0.05576274696216698,0.6329876999999999,0.005085178988437291,0.6107671,0.005098567564631388,0.2433572,0.00793304388547603,0.4486314,0.005069164432571194,0.1606523,0.007914669194322363,0.6358304,0.0069960815095943965,0.000496,0.00014456217424424074,0.0013337,0.00038344927232222576,0.060339,0.012197729324208937,0.011235499999999999,0.0047978472082105044,7.8e-05,3.594749257211444e-05,0.0003771,0.00018093611518372386,0.057375699999999995,0.027142327555355717,0.158688,0.012279016437266732,6.0,0.0,9258.0,0.0,63955.0,0.0,10,
compas,logreg,sex,prune:0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.545042,0.0,0.5,0.0,0.0,0.0,0.4572,0.0007785276702425726,0.0,0.0,0.6894682000000001,0.00043794413646792724,1.57e-05,7.587270040447135e-06,3.15e-05,1.5565274741480723e-05,0.06288819999999999,0.008708710158354232,0.0,0.0,0.0,0.0,0.0,0.0,0.082067,0.008716004359796983,0.0,0.0,6.0,0.0,9258.0,0.0,63944.2,22.768399153212457,10,
compas,majority,race,none,0.0,0.0,0.0,0.0,1.0,0.0,0.545042,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1543.0,0.0,12746.0,0.0,10,
compas,majority,sex,none,0.0,0.0,0.0,0.0,1.0,0.0,0.545042,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1543.0,0.0,12746.0,0.0,10,
compas,mlp,race,int8,0.5571307,0.20673117172687494,0.7607287,0.21156498904489532,0.22172999999999998,0.14850807723337997,0.6823718999999999,0.008772142072746238,0.675294,0.008442407963503193,0.40563839999999995,0.014710437898157755,0.4540894,0.007241647390845068,0.2114642,0.005644006098902133,,,,,,,,,,,,,,,,,,,1281.0,0.0,1976583.0,0.0,673980.0,0.0,10,
compas,mlp,race,none,0.5547398,0.2091945383718758,0.7640391,0.20848992142091666,0.22318920000000003,0.14946956087652835,0.6826312,0.008499897500035563,0.6754495,0.008127331914937114,0.40447170000000005,0.00984510389370157,0.4545471,0.007326327569495898,0.211246,0.005522864574757474,0.5932993,0.015487881384775921,0.0015105000000000001,0.0006556586595003361,0.0037732,0.0017955514658919325,0.1130295,0.025296819032571402,0.07606969999999999,0.039556823381195705,0.0026842999999999997,0.0026879746216559907,0.0069938,0.008073691373838858,0.2985453,0.11468878985716084,0.5692779,0.10550094776662226,1281.0,0.0,1976583.0,0.0,791169.2,22.76839915320688,10,
compas,mlp,race,prune:0.3,0.5721234,0.240895925953835,0.8154783999999999,0.19884183943537745,0.2355926,0.16736080163341047,0.6784188,0.007071872026242793,0.6721501,0.004534043509324131,0.41490609999999994,0.0677437412713037,0.4693682,0.04078589739876052,0.1837918,0.014638059690789311,0.6170591,0.01787235028037568,0.0013181999999999998,0.0006246491993288891,0.0032436,0.0016594671300015425,0.13203269999999998,0.03802887546486514,0.0522729,0.016633291853321693,0.001996,0.002077895356150331,0.0057104,0.007438603650327571,0.3364321,0.1254382844655313,0.5921133000000001,0.16125135553748932,1281.0,0.0,1976583.0,0.0,791174.6,17.076299364905157,10,
compas,mlp,race,prune:0.5,0.5183156999999999,0.28033274043538176,0.7355359,0.3228377869265857,0.2717985,0.2919061737881046,0.6439403,0.06697616059804828,0.6402738,0.05193511765826449,0.4466623,0.21901895560788034,0.48776469999999994,0.0833899278211171,0.14720660000000002,0.027277706755191544,0.6330972,0.013357969912294987,0.0009018,0.00032167471492522106,0.0021679,0.0006761172564314895,0.14595960000000002,0.05495383823052459,0.0567728,0.04047917364330014,0.0008927,0.0004639207427519873,0.0025127,0.0013079537071318695,0.28375059999999996,0.08563495661131745,0.512132,0.24984259654964094,1281.0,0.0,1976583.0,0.0,791169.2,22.768399153203042,10,
compas,mlp,race,prune:0.7,0.3976256,0.29337384773516084,0.6302000999999999,0.31322391201270766,0.3560756,0.38382637361506167,0.59151,0.0784415165995944,0.5940835,0.0650119328179237,0.5200907,0.32732077777822854,0.5081473,0.0941412559013198,0.0738687,0.012120499669293065,0.6639586,0.017776936551485874,0.0005922999999999999,0.0003352001226464903,0.0013084,0.0007735994082498025,0.1855042,0.08208393416199732,0.0361034,0.033925304224297105,0.0005097,0.000532480578675567,0.0012235,0.0011028961117590965,0.28853300000000004,0.13329898860581552,0.3179495,0.2937991611266483,1281.0,0.0,1976583.0,0.0,791174.6,17.076299364914817,10,
compas,mlp,race,prune:0.9,0.0700348,0.14344881417332572,0.42882359999999997,0.4691399300249577,0.744416,0.42785667880962197,0.49669489999999994,0.0555310255231754,0.5120714,0.027287679634263897,0.6696046,0.4431870411887062,0.5269446,0.04145192249984708,0.0123946,0.008195534016903488,0.6879545,0.004994580646393972,8.71e-05,6.64018908699979e-05,0.0001804,0.00013791801107099018,0.17987440000000002,0.0586986523737035,0.0019421,0.0036631477493179734,8.840000000000001e-05,0.00011465135556692443,0.00019040000000000002,0.00025080501501276956,0.3539488,0.1582453434244152,0.0557732,0.1199296083021666,1281.0,0.0,1976583.0,0.0,791174.6,17.076299364909705,10,
compas,mlp,sex,int8,0.1268824,0.024333968426415324,0.117977,0.031413494453463434,0.7046647,0.05734580073175948,0.6823718999999999,0.008772142072746238,0.675294,0.008442407963503193,0.40563839999999995,0.014710437898157755,0.4540894,0.007241647390845068,0.2114642,0.005644006098902133,,,,,,,,,,,,,,,,,,,1281.0,0.0,1976583.0,0.0,674796.0,0.0,10,
compas,mlp,sex,none,0.1264408,0.024816273468118544,0.1156183,0.029717476638989535,0.7049562,0.05835043012847272,0.6826312,0.008499897500035563,0.6754495,0.008127331914937114,0.40447170000000005,0.00984510389370157,0.4545471,0.007326327569495898,0.211246,0.005522864574757474,0.5982731,0.007161641361370271,0.0013312,0.00048294577565418485,0.0031958,0.0011213408442079015,0.034659499999999996,0.008357492210918032,0.0045335,0.002883478156285873,0.0003199,0.00014684568620002277,0.0008905,0.00034583433734794016,0.0291031,0.016109355021573988,0.1704335,0.03203862491587303,1281.0,0.0,1976583.0,0.0,791169.2,22.768399153214972,10,
compas,mlp,sex,prune:0.3,0.1326152,0.024813675216165246,0.1292913,0.039367551864306835,0.6924501000000001,0.0755890247463215,0.6784188,0.007071872026242793,0.6721501,0.004534043509324131,0.41490609999999994,0.0677437412713037,0.4693682,0.04078589739876052,0.1837918,0.014638059690789311,0.620465,0.011806925839429069,0.0011811999999999999,0.0005518064878197791,0.0027557,0.0012707222836726452,0.0446004,0.013244445688665115,0.006995800000000001,0.007684241664312461,0.0002629,0.00012053441186833095,0.0007134,0.0003027599709340718,0.0377236,0.020086305938789906,0.1578975,0.022033218271257805,1281.0,0.0,1976583.0,0.0,791174.6,17.076299364911407,10,
compas,mlp,sex,prune:0.5,0.11949449999999999,0.04435451559436887,0.1133473,0.05669641607338745,0.687364,0.1532694220739704,0.6439403,0.06697616059804828,0.6402738,0.05193511765826449,0.4466623,0.21901895560788034,0.48776469999999994,0.0833899278211171,0.14720660000000002,0.027277706755191544,0.6367195,0.01734705780528789,0.0008799999999999999,0.0003487695832813151,0.0020496,0.0007514183921092163,0.07002420000000001,0.06801276432781653,0.012388,0.009993874768521413,0.0001718,0.00010918770789587789,0.0004619,0.0002405551218882414,0.0377487,0.030801639299989646,0.1250405,0.055557407083424375,1281.0,0.0,1976583.0,0.0,791174.6,17.076299364914817,10,
compas,mlp,sex,prune:0.7,0.06299550000000001,0.040149986678425904,0.06508939999999999,0.04566902138260075,0.7643755999999999,0.2484171339095237,0.59151,0.0784415165995944,0.5940835,0.0650119328179237,0.5200907,0.32732077777822854,0.5081473,0.0941412559013198,0.0738687,0.012120499669293065,0.6662068999999999,0.02038239579991627,0.0005513,0.00034628634586615355,0.0012144999999999999,0.0008166445235093283,0.11304840000000001,0.06916000391234484,0.0066159999999999995,0.0031898569107580844,8.15e-05,7.396433074274534e-05,0.00019789999999999999,0.00015314223599139604,0.0533233,0.04271179799032893,0.0593488,0.04997305124831449,1281.0,0.0,1976583.0,0.0,791163.8,26.084478143138647,10,
compas,mlp,sex,prune:0.9,0.003755,0.006304746324969961,0.0161156,0.03298051284622481,0.8905942,0.31362581568302766,0.49669489999999994,0.0555310255231754,0.5120714,0.027287679634263897,0.6696046,0.4431870411887062,0.5269446,0.04145192249984708,0.0123946,0.008195534016903488,0.6881001999999999,0.004931362597362579,8.6e-05,6.684808648470551e-05,0.0001766,0.0001366790238315871,0.109461,0.047015955606108405,0.00040350000000000005,0.0008763071823155267,8.7e-06,1.2374256431083938e-05,1.97e-05,2.9112998242480398e-05,0.0930418,0.049052625316082725,0.0057813000000000005,0.014516946557194611,1281.0,0.0,1976583.0,0.0,791163.8,26.084478143142924,10,
compas,prevalence,race,none,0.0,0.0,0.0,0.0,1.0,0.0,0.545042,0.0,0.5,0.0,0.0,0.0,0.4551740000000001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1543.0,0.0,12746.0,0.0,10,
compas,prevalence,sex,none,0.0,0.0,0.0,0.0,1.0,0.0,0.545042,0.0,0.5,0.0,0.0,0.0,0.4551740000000001,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1543.0,0.0,12746.0,0.0,10,
compas,tree,race,int8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually."
compas,tree,race,none,0.6116158,0.24754385017958605,0.8140707,0.20340832171715317,0.2010415,0.13035775556372206,0.6407,0.008339934465503277,0.6263531999999999,0.00888843564288889,0.3293584,0.017118969843097714,0.4510916,0.006643482574005238,0.30552450000000003,0.0032989694097803534,,,,,,,,,,,,,,,,,,,1416.2,24.787093415727433,2185196.6,38246.48514046756,81314.4,37.75711853412436,10,
compas,tree,race,prune:0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,race,prune:0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,race,prune:0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,race,prune:0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,sex,int8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually."
compas,tree,sex,none,0.0943245,0.018395878628105808,0.0828711,0.02790350472391914,0.7279791,0.054828802212888064,0.6407,0.008339934465503277,0.6263531999999999,0.00888843564288889,0.3293584,0.017118969843097714,0.4510916,0.006643482574005238,0.30552450000000003,0.0032989694097803534,,,,,,,,,,,,,,,,,,,1416.2,24.787093415727433,2185196.6,38246.48514046756,81336.0,0.0,10,
compas,tree,sex,prune:0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,sex,prune:0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,sex,prune:0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
compas,tree,sex,prune:0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix."
