dataset,model,sensitive,compression,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,flops,peak_ram_bytes,skip_reason,python,versions
adult,logreg,race,prune:0.5,2,0.194246,0.387363,0.186877,0.849152,0.756586,0.188682,0.236835,0.282771,0.279862,0.034668,0.055713,0.106032,102.0,1245522.0,343432.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune:0.7,2,0.193056,0.273352,0.244565,0.844239,0.740923,0.176235,0.230385,0.272409,0.291097,0.038696,0.05437,0.108424,102.0,1245522.0,343486.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune:0.9,2,0.121032,0.341667,0.128571,0.819835,0.660609,0.110884,0.204265,0.2373,0.304372,0.037775,0.022169,0.076297,102.0,1245522.0,343486.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,none,2,0.178972,0.096793,0.410673,0.813611,0.748472,0.245516,0.245598,0.430394,,,,,10703.0,130694333.0,5326200.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,int8,2,,,,,,,,,,,,,,,,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,prune:0.3,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,prune:0.5,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,prune:0.7,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,sex,prune:0.9,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,none,2,0.129365,0.181319,0.524781,0.813611,0.748472,0.245516,0.245598,0.430394,,,,,10703.0,130694333.0,5325042.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,int8,2,,,,,,,,,,,,,,,,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,prune:0.3,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,prune:0.5,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,prune:0.7,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,tree,race,prune:0.9,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,none,2,0.155532,0.067245,0.381026,0.836623,0.747998,0.200721,0.226702,0.314346,0.274262,0.021085,0.027248,0.111547,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,int8,2,0.136967,0.056092,0.385475,0.832938,0.726927,0.178364,0.208685,0.30304,,,,,4353.0,53154483.0,13277022.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,prune:0.3,2,0.195461,0.153973,0.748675,0.516092,0.675485,0.714192,0.683704,0.388814,0.273875,0.379768,0.030922,0.195602,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,prune:0.5,2,0.067129,0.048684,0.910154,0.465154,0.613503,0.72533,0.679687,0.352605,0.315192,0.423215,0.104136,0.084337,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,prune:0.7,2,0.235017,0.196727,0.696536,0.522889,0.673267,0.698059,0.540444,0.291047,0.502406,0.237027,0.004842,0.206465,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,prune:0.9,2,0.0,0.0,1.0,0.239292,0.5,1.0,0.61706,0.016338,0.667386,0.406651,0.19408,0.0,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,none,2,0.173611,0.334714,0.264706,0.836623,0.747998,0.200721,0.226702,0.314346,0.249457,0.05222,0.09084,0.154578,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,int8,2,0.163095,0.281627,0.247253,0.832938,0.726927,0.178364,0.208685,0.30304,,,,,4353.0,53154483.0,13278582.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,prune:0.3,2,0.202968,0.188428,0.731366,0.516092,0.675485,0.714192,0.683704,0.388814,0.27315,0.4129,0.168421,0.28369,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,prune:0.5,2,0.124532,0.157895,0.831461,0.465154,0.613503,0.72533,0.679687,0.352605,0.303116,0.443675,0.159427,0.161454,4353.0,53154483.0,6253126.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,prune:0.7,2,0.189161,0.180615,0.736988,0.522889,0.673267,0.698059,0.540444,0.291047,0.457047,0.276029,0.156268,0.229575,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,prune:0.9,2,0.0,0.0,1.0,0.239292,0.5,1.0,0.61706,0.016338,0.665512,0.442025,0.182732,0.0,4353.0,53154483.0,6253180.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,majority,sex,none,2,0.0,0.0,1.0,0.760708,0.5,0.0,0.0,0.0,,,,,1.0,12211.0,98090.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,prevalence,sex,none,2,0.0,0.0,1.0,0.760708,0.5,0.0,0.239278,0.0,,,,,1.0,12211.0,98090.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,majority,race,none,2,0.0,0.0,1.0,0.760708,0.5,0.0,0.0,0.0,,,,,1.0,12211.0,98090.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,prevalence,race,none,2,0.0,0.0,1.0,0.760708,0.5,0.0,0.239278,0.0,,,,,1.0,12211.0,98090.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,2,0.138047,0.132843,0.600983,0.686325,0.671398,0.318859,0.448499,0.182946,0.614566,0.058241,0.051497,0.193546,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,int8,2,0.138047,0.132843,0.600983,0.686325,0.671398,0.318859,0.448499,0.182946,,,,,6.0,9258.0,674858.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,2,0.131521,0.116373,0.616269,0.684381,0.669262,0.316915,0.448879,0.181784,0.615401,0.058652,0.058037,0.189618,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,2,0.107687,0.072157,0.682068,0.685029,0.669974,0.317563,0.44963,0.175739,0.619527,0.066927,0.06352,0.179583,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,2,0.128396,0.141373,0.513116,0.63059,0.607908,0.238496,0.442814,0.151891,0.637542,0.069243,0.07268,0.175782,6.0,9258.0,63901.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.073619,0.087855,0.0,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,2,0.801484,0.657534,0.198516,0.686325,0.671398,0.318859,0.448499,0.182946,0.585587,0.136282,0.324255,0.785524,6.0,9258.0,63901.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,int8,2,0.801484,0.657534,0.198516,0.686325,0.671398,0.318859,0.448499,0.182946,,,,,6.0,9258.0,674602.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,2,0.801484,0.657534,0.198516,0.684381,0.669262,0.316915,0.448879,0.181784,0.58847,0.136399,0.329297,0.785426,6.0,9258.0,63901.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,2,0.5,0.666667,0.25,0.685029,0.669974,0.317563,0.44963,0.175739,0.591823,0.099833,0.247831,0.723038,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,2,0.520681,0.666667,0.218978,0.63059,0.607908,0.238496,0.442814,0.151891,0.612998,0.104664,0.384121,0.408719,6.0,9258.0,63955.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.457221,0.0,0.688942,0.192931,0.497948,0.0,6.0,9258.0,63901.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,none,2,0.109821,0.131078,0.65437,0.627349,0.60988,0.296176,0.447491,0.305647,,,,,1467.0,2263581.0,81336.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,int8,2,,,,,,,,,,,,,,,,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,prune:0.3,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,prune:0.5,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,prune:0.7,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,sex,prune:0.9,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,none,2,0.80292,0.711111,0.19708,0.627349,0.60988,0.296176,0.447491,0.305647,,,,,1467.0,2263581.0,81336.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,int8,2,,,,,,,,,,,,,,,,"NotImplementedError: quantize_int8 supports sklearn LogisticRegression and MLPClassifier; got 'DecisionTreeClassifier'. For other sklearn families, wrap the model in ONNX manually.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,prune:0.3,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,prune:0.5,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,prune:0.7,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,tree,race,prune:0.9,2,,,,,,,,,,,,,,,,"RuntimeError: magnitude_prune supports the sklearn weight-array families LogisticRegression (coef_) and MLPClassifier (coefs_); got 'DecisionTreeClassifier', which has no prunable dense weight matrix.",3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,none,2,0.120563,0.100196,0.715783,0.686325,0.678815,0.400518,0.447133,0.206987,0.592115,0.035639,0.003663,0.189372,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,int8,2,0.113577,0.096569,0.761701,0.692158,0.689581,0.45431,0.467453,0.20693,,,,,1281.0,1976583.0,675082.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,prune:0.3,2,0.101655,0.091275,0.736291,0.687622,0.676943,0.365522,0.446783,0.162424,0.630333,0.046346,0.02806,0.169215,1281.0,1976583.0,791110.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,prune:0.5,2,0.129258,0.088627,0.74759,0.671419,0.671615,0.486714,0.517606,0.109436,0.668057,0.095215,0.043737,0.151954,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,prune:0.7,2,0.094006,0.08098,0.85429,0.632534,0.645126,0.626701,0.530829,0.070816,0.68225,0.080843,0.033128,0.0851,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,prune:0.9,2,0.007258,0.013333,0.0,0.549579,0.505103,0.005833,0.484462,0.009688,0.692385,0.077264,0.137826,0.000191,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,none,2,0.719101,0.538813,0.280899,0.686325,0.678815,0.400518,0.447133,0.206987,0.578224,0.126406,0.314668,0.632198,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,int8,2,0.685393,0.461187,0.314607,0.692158,0.689581,0.45431,0.467453,0.20693,,,,,1281.0,1976583.0,674410.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,prune:0.3,2,0.752809,0.579909,0.247191,0.687622,0.676943,0.365522,0.446783,0.162424,0.616579,0.121142,0.336165,0.776853,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,prune:0.5,2,0.666667,0.429224,0.333333,0.671419,0.671615,0.486714,0.517606,0.109436,0.640378,0.148448,0.211472,0.529877,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,prune:0.7,2,0.666667,0.641304,0.333333,0.632534,0.645126,0.626701,0.530829,0.070816,0.660902,0.199188,0.39992,0.456033,1281.0,1976583.0,791164.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,race,prune:0.9,2,0.010403,0.022222,0.0,0.549579,0.505103,0.005833,0.484462,0.009688,0.692132,0.204423,0.486671,0.000277,1281.0,1976583.0,791110.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,majority,sex,none,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.0,0.0,,,,,1.0,1543.0,12746.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,prevalence,sex,none,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.455174,0.0,,,,,1.0,1543.0,12746.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,majority,race,none,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.0,0.0,,,,,1.0,1543.0,12746.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,prevalence,race,none,2,0.0,0.0,1.0,0.545042,0.5,0.0,0.455174,0.0,,,,,1.0,1543.0,12746.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,none,3,0.164557,0.068316,0.340152,0.849644,0.761483,0.194579,0.238038,0.283732,0.299351,0.01055,0.002651,0.100083,102.0,1245522.0,344718.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,int8,3,0.164557,0.068316,0.340152,0.849644,0.761483,0.194579,0.238038,0.283732,,,,,102.0,1245522.0,13282288.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,prune:0.3,3,0.161979,0.065774,0.343051,0.850463,0.7612,0.192613,0.237603,0.283291,0.299582,0.010854,0.001776,0.099908,102.0,1245522.0,343486.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
