dataset,model,sensitive,compression,group,top_k,top_features,top_importances,seed,config_hash,python,versions
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.099014|0.079358|0.014426,2,8af9f83e4086,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Hispanic,3,priors_count|age|juv_other_count,0.101726|0.082604|0.009667,2,8af9f83e4086,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Asian,3,priors_count|age|juv_other_count,0.120474|0.108747|0.015308,2,8af9f83e4086,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.266575|0.063526|0.025184,2,8af9f83e4086,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.134991|0.084530|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,age|priors_count|juv_fel_count,0.096217|0.090775|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.100085|0.080934|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.102074|0.083284|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.121617|0.109059|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.266334|0.061439|0.000000,2,c1ad7cf8e4b8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.136106|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.097040|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.105825|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.107658|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.141283|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.233455|0.000000|0.000000,2,a3b41209c425,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Native American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,2,5a6a9230561b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Male,3,priors_count|age|juv_other_count,0.124419|0.087394|0.014155,3,b1dd4bd1076b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Female,3,priors_count|age|juv_other_count,0.113045|0.088559|0.010626,3,b1dd4bd1076b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Male,3,priors_count|age|juv_other_count,0.124188|0.087326|0.014090,3,a1114dffdeca,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Female,3,priors_count|age|juv_other_count,0.112896|0.088481|0.010607,3,a1114dffdeca,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Male,3,priors_count|age|juv_fel_count,0.125859|0.088282|0.000000,3,b084b7449c64,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Female,3,priors_count|age|juv_fel_count,0.113638|0.089295|0.000000,3,b084b7449c64,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Male,3,priors_count|age|juv_fel_count,0.128976|0.000000|0.000000,3,835b41e9fd54,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Female,3,priors_count|age|juv_fel_count,0.117101|0.000000|0.000000,3,835b41e9fd54,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Male,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,0dc3bfdf1889,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Female,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,0dc3bfdf1889,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Caucasian,3,priors_count|age|juv_other_count,0.104916|0.100357|0.014052,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,African-American,3,priors_count|age|juv_other_count,0.134526|0.080732|0.013295,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Other,3,priors_count|age|juv_other_count,0.123453|0.084824|0.015181,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Hispanic,3,priors_count|age|juv_other_count,0.110214|0.081501|0.011256,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Native American,3,priors_count|age|juv_other_count,0.256424|0.055530|0.005711,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Asian,3,priors_count|age|juv_other_count,0.132943|0.056114|0.006943,3,e022c33cced5,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Caucasian,3,priors_count|age|juv_other_count,0.104867|0.100302|0.014043,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,African-American,3,priors_count|age|juv_other_count,0.134147|0.080668|0.013224,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.122952|0.084386|0.014852,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Hispanic,3,priors_count|age|juv_other_count,0.110196|0.081482|0.011245,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.269546|0.057312|0.005854,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Asian,3,priors_count|age|juv_other_count,0.132913|0.056088|0.006940,3,3251338a499c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,priors_count|age|juv_fel_count,0.106107|0.101476|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.135959|0.081407|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.124198|0.086380|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.110798|0.082048|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.267673|0.056899|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.133488|0.056621|0.000000,3,33d1b602af4b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.112564|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.137096|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.125759|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.114605|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.239521|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.143933|0.000000|0.000000,3,f8cc17ca97c9,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Native American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,3,9abb1baa6081,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Male,3,priors_count|age|juv_other_count,0.123576|0.089911|0.013304,4,d21f95636552,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Female,3,priors_count|age|juv_other_count,0.109871|0.086324|0.011050,4,d21f95636552,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Male,3,priors_count|age|juv_other_count,0.124999|0.090339|0.013409,4,2cc7f24c680d,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Female,3,priors_count|age|juv_other_count,0.110138|0.086620|0.011078,4,2cc7f24c680d,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Male,3,priors_count|age|juv_fel_count,0.126637|0.091098|0.000000,4,21419b2ee8b0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Female,3,priors_count|age|juv_fel_count,0.111564|0.087430|0.000000,4,21419b2ee8b0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Male,3,priors_count|age|juv_fel_count,0.129532|0.000000|0.000000,4,35184bd60eff,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Female,3,priors_count|age|juv_fel_count,0.115006|0.000000|0.000000,4,35184bd60eff,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Male,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,74be6f46fae8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Female,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,74be6f46fae8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,African-American,3,priors_count|age|juv_other_count,0.137919|0.086163|0.014007,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Caucasian,3,priors_count|age|juv_other_count,0.101482|0.097924|0.012030,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Hispanic,3,priors_count|age|juv_other_count,0.110691|0.083572|0.010382,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Other,3,priors_count|age|juv_other_count,0.101790|0.076804|0.011854,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Asian,3,priors_count|age|juv_other_count,0.110838|0.078775|0.013533,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Native American,3,priors_count|age|juv_other_count,0.088116|0.068063|0.007561,4,f00350cd0f43,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,African-American,3,priors_count|age|juv_other_count,0.139863|0.086574|0.014146,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Caucasian,3,priors_count|age|juv_other_count,0.102000|0.098352|0.012063,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Hispanic,3,priors_count|age|juv_other_count,0.110914|0.083871|0.010404,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.102113|0.077175|0.011960,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Asian,3,priors_count|age|juv_other_count,0.111250|0.079060|0.013572,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.088464|0.068351|0.007589,4,3fd56eeed77c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.142034|0.087216|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,priors_count|age|juv_fel_count,0.103046|0.099255|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.111769|0.084542|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.102957|0.078529|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.112522|0.078958|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.089092|0.068871|0.000000,4,41be484db582,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.142354|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.109322|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.116055|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.108545|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.119568|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.094624|0.000000|0.000000,4,070e40a9e95a,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,67c2b45e7731,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,67c2b45e7731,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,67c2b45e7731,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,67c2b45e7731,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,4,67c2b45e7731,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
