dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
adult,logreg,sex,subsample,0.2,3,0.168238,0.083157,0.341602,0.846204,0.760278,0.199492,0.241584,0.288368,0.29623,0.013925,0.006587,0.102631,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.2,4,0.168915,0.107997,0.309511,0.851527,0.76014,0.189092,0.231392,0.28284,0.301553,0.011014,0.006393,0.113071,102,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.1,0,0.17215,0.087061,0.313169,0.847269,0.757341,0.19335,0.23778,0.290079,0.280638,0.014328,0.017137,0.094834,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.1,1,0.188888,0.142371,0.276536,0.850545,0.765242,0.1981,0.237685,0.294476,0.275885,0.013049,0.016459,0.097609,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.1,2,0.167963,0.074158,0.359392,0.84301,0.761697,0.2076,0.252246,0.295438,0.297289,0.014639,0.007241,0.109365,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.1,3,0.140836,0.053089,0.423055,0.843256,0.754587,0.197199,0.233824,0.288838,0.283877,0.016211,0.013536,0.087922,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.1,4,0.172717,0.075361,0.364067,0.846122,0.771132,0.214806,0.246238,0.298686,0.290751,0.009842,0.004295,0.116946,102,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.05,0,0.179627,0.085619,0.316478,0.840226,0.754589,0.203014,0.23584,0.297712,0.25822,0.026088,0.024165,0.084591,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.05,1,0.179433,0.113353,0.309829,0.853247,0.770419,0.200147,0.233868,0.291116,0.278566,0.015919,0.020659,0.091672,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.05,2,0.163872,0.083613,0.309844,0.841045,0.742225,0.184178,0.224999,0.288697,0.268715,0.02154,0.02884,0.09078,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.05,3,0.183208,0.097363,0.34184,0.841454,0.766539,0.217345,0.255141,0.296049,0.307961,0.016047,0.000688,0.10915,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.05,4,0.181827,0.164222,0.280069,0.846859,0.756369,0.192777,0.234447,0.286692,0.296621,0.010819,0.005705,0.119048,102,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.02,0,0.197938,0.132476,0.270976,0.836295,0.751067,0.205634,0.242726,0.29869,0.268765,0.025108,0.031395,0.1124,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.02,1,0.162006,0.071998,0.411354,0.834166,0.759285,0.221194,0.251849,0.315985,0.267284,0.033181,0.0418,0.103588,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.02,2,0.170528,0.085983,0.329759,0.830153,0.737881,0.199001,0.246714,0.29237,0.288372,0.018191,0.028008,0.108743,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.02,3,0.200435,0.246586,0.247422,0.826959,0.733905,0.199574,0.237451,0.297633,0.277253,0.032948,0.030808,0.123233,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,sex,subsample,0.02,4,0.185148,0.091994,0.36321,0.829089,0.758528,0.229875,0.252459,0.313433,0.278837,0.029124,0.03487,0.108957,102,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.0,0,0.150246,0.143382,0.359296,0.853902,0.767449,0.194742,0.238785,0.28496,0.269291,0.046219,0.061498,0.080805,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.0,1,0.153883,0.16293,0.387709,0.856523,0.778202,0.204733,0.242087,0.288425,0.271322,0.02654,0.047126,0.084032,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.0,2,0.216468,0.464286,0.170973,0.848252,0.758926,0.193678,0.238568,0.284144,0.277558,0.033583,0.055702,0.110454,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.0,3,0.17948,0.215357,0.291053,0.849644,0.761483,0.194579,0.238038,0.283732,0.285586,0.033466,0.066571,0.09586,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.0,4,0.185135,0.329932,0.212644,0.853575,0.766881,0.194579,0.237738,0.284909,0.294741,0.032123,0.044895,0.09244,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.3,0,0.15209,0.141882,0.358801,0.854066,0.767439,0.194415,0.238727,0.284985,0.269588,0.040762,0.054909,0.085569,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.3,1,0.141481,0.152292,0.40578,0.856768,0.776253,0.20154,0.240754,0.286866,0.272976,0.030726,0.049375,0.083345,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.3,2,0.21369,0.453297,0.172811,0.849152,0.758814,0.191794,0.23852,0.284004,0.278258,0.036382,0.06788,0.111953,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.3,3,0.171885,0.205649,0.300054,0.850463,0.7612,0.192613,0.237603,0.283291,0.286565,0.033663,0.062034,0.097611,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.3,4,0.187838,0.329932,0.210227,0.85382,0.766456,0.193514,0.237512,0.284628,0.295074,0.030858,0.044226,0.092718,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.5,0,0.136769,0.134008,0.381204,0.85423,0.764732,0.19032,0.236848,0.28324,0.269608,0.036697,0.052611,0.078946,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.5,1,0.150075,0.155076,0.383388,0.856768,0.774962,0.199738,0.240195,0.286413,0.273354,0.028631,0.044778,0.083919,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.5,2,0.194246,0.387363,0.186877,0.849152,0.756586,0.188682,0.236835,0.282771,0.279862,0.034668,0.055713,0.106032,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.5,3,0.143638,0.157105,0.369591,0.851118,0.760575,0.190484,0.235839,0.282044,0.288073,0.034643,0.066448,0.091267,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.5,4,0.17973,0.309524,0.217647,0.85423,0.764732,0.19032,0.235925,0.283454,0.297115,0.035143,0.063043,0.091453,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.7,0,0.157906,0.16243,0.326632,0.848088,0.748262,0.179101,0.231022,0.273278,0.283646,0.034158,0.049888,0.078135,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.7,1,0.15139,0.143296,0.364162,0.852674,0.759604,0.186144,0.235084,0.278872,0.285387,0.024876,0.043661,0.085159,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.7,2,0.193056,0.273352,0.244565,0.844239,0.740923,0.176235,0.230385,0.272409,0.291097,0.038696,0.05437,0.108424,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.7,3,0.156296,0.11541,0.350139,0.843584,0.73627,0.170993,0.226555,0.270355,0.302067,0.036269,0.0622,0.097629,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.7,4,0.180541,0.329932,0.249438,0.850381,0.746368,0.172058,0.226906,0.272173,0.309917,0.035573,0.053863,0.092573,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.9,0,0.096961,0.137908,0.296426,0.823274,0.676944,0.127099,0.216908,0.247791,0.301591,0.042981,0.047178,0.056712,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.9,1,0.093203,0.074824,0.370879,0.826386,0.684619,0.131848,0.217904,0.250281,0.302947,0.034393,0.024209,0.060061,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.9,2,0.121032,0.341667,0.128571,0.819835,0.660609,0.110884,0.204265,0.2373,0.304372,0.037775,0.022169,0.076297,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.9,3,0.091672,0.144748,0.364728,0.821391,0.668786,0.119319,0.209772,0.239674,0.317496,0.051785,0.060276,0.060516,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.9,4,0.13027,0.292517,0.234921,0.82655,0.676986,0.120875,0.211758,0.242514,0.327553,0.038782,0.046124,0.064877,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.95,0,0.056054,0.317949,0.257282,0.803702,0.607664,0.06789,0.18017,0.208856,0.298502,0.056564,0.055191,0.043174,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.95,1,0.040534,0.07337,0.448524,0.796986,0.598676,0.068217,0.186973,0.211673,0.31548,0.054277,0.058934,0.043934,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.95,2,0.049405,0.141667,0.153061,0.800344,0.591265,0.051429,0.168411,0.194258,0.314036,0.052935,0.027279,0.065063,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.95,3,0.04437,0.073821,0.415789,0.80059,0.597994,0.060355,0.17342,0.201147,0.32022,0.053754,0.045107,0.049489,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,prune,0.95,4,0.055676,0.096491,0.264286,0.804029,0.603422,0.061338,0.175132,0.204179,0.328529,0.047424,0.039231,0.044646,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.0,0,0.150246,0.143382,0.359296,0.853902,0.767449,0.194742,0.238785,0.28496,0.269291,0.046219,0.061498,0.080805,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.0,1,0.153883,0.16293,0.387709,0.856523,0.778202,0.204733,0.242087,0.288425,0.271322,0.02654,0.047126,0.084032,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.0,2,0.216468,0.464286,0.170973,0.848252,0.758926,0.193678,0.238568,0.284144,0.277558,0.033583,0.055702,0.110454,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.0,3,0.17948,0.215357,0.291053,0.849644,0.761483,0.194579,0.238038,0.283732,0.285586,0.033466,0.066571,0.09586,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.0,4,0.185135,0.329932,0.212644,0.853575,0.766881,0.194579,0.237738,0.284909,0.294741,0.032123,0.044895,0.09244,102,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.05,0,0.158454,0.254968,0.300162,0.853411,0.75915,0.184096,0.266005,0.244723,0.377694,0.056844,0.07398,0.08051,102,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.05,1,0.155881,0.175211,0.33042,0.856113,0.768902,0.192531,0.267198,0.246598,0.3825,0.059578,0.059725,0.080685,102,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.05,2,0.202579,0.431319,0.180578,0.848497,0.752167,0.183769,0.264434,0.244079,0.384022,0.05921,0.04742,0.099003,102,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.05,3,0.17245,0.286849,0.290441,0.850626,0.754036,0.182295,0.262572,0.242159,0.395855,0.067328,0.07295,0.094524,102,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.05,4,0.192432,0.392857,0.172093,0.850135,0.753713,0.182786,0.263295,0.243353,0.406701,0.062843,0.043131,0.092602,102,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.1,0,0.161149,0.24222,0.29663,0.8512,0.753592,0.180575,0.291901,0.215329,0.448733,0.083174,0.057356,0.070925,102,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.1,1,0.171754,0.202056,0.309329,0.856195,0.764968,0.186881,0.292841,0.2165,0.45825,0.089151,0.052797,0.098629,102,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.1,2,0.217063,0.409341,0.141287,0.846204,0.742567,0.17476,0.290703,0.21211,0.46539,0.09794,0.055091,0.106512,102,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.1,3,0.144037,0.248014,0.338433,0.846941,0.743638,0.174842,0.288926,0.211908,0.471639,0.101,0.06865,0.080038,102,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.1,4,0.195135,0.433673,0.170115,0.850135,0.750781,0.178691,0.289272,0.215344,0.475798,0.097847,0.029502,0.099536,102,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.2,0,0.160076,0.20202,0.26681,0.84211,0.729554,0.164442,0.342284,0.156449,0.56487,0.147978,0.075472,0.062415,102,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.2,1,0.158149,0.198629,0.30488,0.848252,0.743326,0.171894,0.34138,0.158993,0.568733,0.158204,0.04808,0.080237,102,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.2,2,0.172619,0.43544,0.171429,0.840799,0.72623,0.162313,0.340663,0.157282,0.567937,0.150871,0.062541,0.078095,102,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.2,3,0.165599,0.420124,0.221289,0.843502,0.73434,0.168455,0.339973,0.156688,0.575719,0.172935,0.075177,0.069992,102,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.2,4,0.232162,0.47619,0.114433,0.842683,0.736851,0.173532,0.343073,0.160614,0.583296,0.165444,0.049685,0.115561,102,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.3,0,0.13744,0.302812,0.26101,0.836541,0.718622,0.159856,0.39209,0.107897,0.632309,0.205125,0.085038,0.051109,102,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.3,1,0.17916,0.242325,0.308954,0.844648,0.738729,0.172386,0.396933,0.104823,0.64049,0.228723,0.069179,0.096146,102,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.3,2,0.247619,0.556319,0.12605,0.834657,0.718792,0.163705,0.394222,0.10703,0.640276,0.220711,0.084294,0.152357,102,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.3,3,0.212063,0.338923,0.217152,0.83736,0.724438,0.166407,0.395044,0.104491,0.643653,0.225368,0.117351,0.093715,102,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.3,4,0.184324,0.435374,0.178313,0.841373,0.736694,0.175825,0.396615,0.107763,0.643411,0.230568,0.067872,0.091632,102,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.4,0,0.294847,0.395493,0.164974,0.820817,0.687996,0.147244,0.446956,0.055929,0.677392,0.262926,0.152368,0.220547,102,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.4,1,0.195971,0.236334,0.251748,0.834493,0.756451,0.216608,0.45075,0.063234,0.676899,0.274276,0.127064,0.143002,102,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,logreg,race,label_noise,0.4,2,0.340873,0.475275,0.135815,0.82524,0.714947,0.176398,0.449299,0.059367,0.678496,0.253724,0.184171,0.27968,102,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
