dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
adult,mlp,race,subsample,0.2,3,0.165748,0.393939,0.331933,0.817623,0.732813,0.215953,0.223665,0.358723,0.169979,0.086816,0.11044,0.088124,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.2,4,0.178988,0.097489,0.402448,0.815167,0.747149,0.240685,0.245576,0.377208,0.200601,0.065615,0.051918,0.097177,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.2,4,0.136179,0.134264,0.468422,0.815167,0.747149,0.240685,0.245576,0.377208,0.180023,0.08367,0.094107,0.083516,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.1,0,0.163239,0.084032,0.403094,0.80837,0.72239,0.219147,0.222466,0.373721,0.14866,0.098533,0.070292,0.094446,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.1,0,0.115761,0.229096,0.499965,0.80837,0.72239,0.219147,0.222466,0.373721,0.142169,0.113948,0.095148,0.101158,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.1,1,0.175518,0.091463,0.382652,0.808615,0.727478,0.22578,0.227079,0.380973,0.119337,0.106217,0.081164,0.076575,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.1,1,0.127779,0.198718,0.474994,0.808615,0.727478,0.22578,0.227079,0.380973,0.100801,0.124531,0.162174,0.104972,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.1,2,0.196919,0.114859,0.388236,0.803374,0.743268,0.257882,0.260985,0.398714,0.141866,0.105979,0.067194,0.122308,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.1,2,0.125311,0.105811,0.539675,0.803374,0.743268,0.257882,0.260985,0.398714,0.119899,0.123262,0.145758,0.107168,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.1,3,0.152971,0.072259,0.441098,0.811809,0.729695,0.22275,0.222741,0.368508,0.149089,0.097823,0.061646,0.078781,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.1,3,0.141227,0.310606,0.399914,0.811809,0.729695,0.22275,0.222741,0.368508,0.137828,0.11915,0.127567,0.075567,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.1,4,0.186991,0.102981,0.396861,0.813856,0.750979,0.248546,0.252809,0.374823,0.164356,0.08822,0.040257,0.092489,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.1,4,0.163556,0.218672,0.379426,0.813856,0.750979,0.248546,0.252809,0.374823,0.146766,0.097447,0.112859,0.095197,4353,3663,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.05,0,0.169153,0.087721,0.372453,0.810826,0.721542,0.21325,0.216098,0.373742,0.122533,0.111306,0.086422,0.099346,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.05,0,0.190822,0.186163,0.350506,0.810826,0.721542,0.21325,0.216098,0.373742,0.102868,0.120971,0.195476,0.164102,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.05,1,0.186086,0.12841,0.373115,0.80927,0.734829,0.234788,0.236578,0.392624,0.112459,0.119794,0.082915,0.091062,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.05,1,0.127691,0.202946,0.48904,0.80927,0.734829,0.234788,0.236578,0.392624,0.096065,0.128483,0.095623,0.072265,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.05,2,0.164605,0.088574,0.392442,0.806158,0.718122,0.217427,0.219641,0.378107,0.118611,0.117997,0.080871,0.075597,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.05,2,0.106948,0.29533,0.538914,0.806158,0.718122,0.217427,0.219641,0.378107,0.101355,0.130685,0.091692,0.069723,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.05,3,0.17187,0.091634,0.42939,0.797314,0.724976,0.24396,0.24595,0.388325,0.13846,0.12041,0.072994,0.094267,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.05,3,0.154954,0.651515,0.405934,0.797314,0.724976,0.24396,0.24595,0.388325,0.134658,0.129806,0.098019,0.077584,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.05,4,0.150597,0.082457,0.385926,0.808533,0.705843,0.195725,0.202155,0.357607,0.124948,0.110471,0.07122,0.08341,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.05,4,0.116745,0.181704,0.43532,0.808533,0.705843,0.195725,0.202155,0.357607,0.114537,0.125393,0.14001,0.054721,4353,1832,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.02,0,0.210558,0.189057,0.283752,0.793956,0.705997,0.223896,0.2231,0.387672,0.08957,0.139087,0.100261,0.101742,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.02,0,0.27488,0.426263,0.26101,0.793956,0.705997,0.223896,0.2231,0.387672,0.083949,0.158923,0.149221,0.228412,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.02,1,0.187325,0.111635,0.406292,0.805094,0.74217,0.253051,0.252377,0.408477,0.080274,0.130464,0.101727,0.074802,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.02,1,0.146027,0.319886,0.467095,0.805094,0.74217,0.253051,0.252377,0.408477,0.066201,0.131113,0.124118,0.076028,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.02,2,0.150909,0.090034,0.473192,0.786504,0.705438,0.237409,0.23996,0.395923,0.101674,0.14344,0.094056,0.082235,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.02,2,0.288694,0.401316,0.288151,0.786504,0.705438,0.237409,0.23996,0.395923,0.098053,0.152752,0.1343,0.297784,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.02,3,0.176457,0.120381,0.346194,0.80018,0.705396,0.211121,0.215672,0.382806,0.096042,0.137902,0.096526,0.104084,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.02,3,0.106178,0.204693,0.526155,0.80018,0.705396,0.211121,0.215672,0.382806,0.095823,0.146269,0.098124,0.064479,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.02,4,0.17206,0.094448,0.421336,0.790844,0.713804,0.240767,0.242825,0.395363,0.104636,0.135802,0.08049,0.08635,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.02,4,0.193114,0.398496,0.237048,0.790844,0.713804,0.240767,0.242825,0.395363,0.098417,0.148355,0.147985,0.085561,4353,733,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
