dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
adult,mlp,race,label_noise,0.05,1,0.184982,0.204684,0.293706,0.834084,0.748206,0.20588,0.251761,0.293635,0.288828,0.039613,0.058628,0.062851,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.05,2,0.170224,0.080855,0.382218,0.830399,0.753408,0.220211,0.26733,0.295748,0.386323,0.0299,0.041359,0.118558,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.05,2,0.137312,0.236446,0.450751,0.830399,0.753408,0.220211,0.26733,0.295748,0.361337,0.046422,0.063928,0.135381,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.05,3,0.16095,0.070424,0.431579,0.82958,0.758968,0.229547,0.272891,0.301863,0.364908,0.023579,0.026956,0.117356,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.05,3,0.126284,0.121212,0.506115,0.82958,0.758968,0.229547,0.272891,0.301863,0.343948,0.042919,0.056443,0.127097,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.05,4,0.178255,0.107417,0.391258,0.829989,0.762873,0.234215,0.277116,0.303832,0.400388,0.033282,0.011581,0.130094,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.05,4,0.164865,0.140226,0.377551,0.829989,0.762873,0.234215,0.277116,0.303832,0.38698,0.051052,0.039592,0.108989,4353,36631,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.1,0,0.170254,0.081013,0.374917,0.828351,0.74737,0.215707,0.282151,0.269877,0.447523,0.055619,0.033388,0.104176,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.1,0,0.150957,0.156487,0.391249,0.828351,0.74737,0.215707,0.282151,0.269877,0.412614,0.068004,0.041943,0.15493,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.1,1,0.195057,0.09499,0.369261,0.829334,0.769128,0.244206,0.310263,0.28323,0.431713,0.047442,0.047963,0.12593,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.1,1,0.194343,0.201612,0.361204,0.829334,0.769128,0.244206,0.310263,0.28323,0.396553,0.050969,0.038738,0.114117,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.1,2,0.162737,0.108802,0.367322,0.824502,0.733933,0.204324,0.274448,0.272207,0.434638,0.044428,0.040476,0.147116,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.1,2,0.16627,0.321429,0.349379,0.824502,0.733933,0.204324,0.274448,0.272207,0.418636,0.069094,0.078013,0.24606,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.1,3,0.180113,0.091864,0.392362,0.820735,0.751748,0.236426,0.299702,0.287297,0.420324,0.038116,0.030498,0.120032,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.1,3,0.1297,0.30303,0.525634,0.820735,0.751748,0.236426,0.299702,0.287297,0.409667,0.050597,0.050011,0.077597,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.1,4,0.172449,0.091467,0.393913,0.825567,0.752226,0.227827,0.287938,0.282689,0.463885,0.061634,0.045973,0.142408,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.1,4,0.123243,0.204762,0.493333,0.825567,0.752226,0.227827,0.287938,0.282689,0.445189,0.072513,0.042722,0.121903,4353,36631,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.2,0,0.15457,0.101841,0.480924,0.797068,0.726339,0.246335,0.347124,0.239366,0.575991,0.085017,0.048831,0.116725,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.2,0,0.162172,0.136137,0.485761,0.797068,0.726339,0.246335,0.347124,0.239366,0.560975,0.093348,0.042056,0.138448,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.2,1,0.183506,0.125901,0.377425,0.812792,0.738785,0.23356,0.328193,0.236605,0.482918,0.073063,0.048226,0.076484,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.2,1,0.165242,0.142456,0.399408,0.812792,0.738785,0.23356,0.328193,0.236605,0.449887,0.084033,0.100951,0.092428,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.2,2,0.145594,0.068018,0.535428,0.787323,0.727088,0.266072,0.359711,0.241434,0.535646,0.071085,0.04356,0.118543,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.2,2,0.146656,0.124045,0.540902,0.787323,0.727088,0.266072,0.359711,0.241434,0.516039,0.071917,0.064554,0.199709,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.2,3,0.138926,0.058437,0.533052,0.791663,0.722435,0.251249,0.351248,0.234858,0.51642,0.074314,0.064755,0.064916,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.2,3,0.169087,0.151964,0.465684,0.791663,0.722435,0.251249,0.351248,0.234858,0.47999,0.076646,0.075555,0.068772,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.2,4,0.129691,0.056183,0.53785,0.791336,0.712485,0.237982,0.338517,0.240508,0.531619,0.083278,0.049417,0.108628,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.2,4,0.20973,0.181484,0.363934,0.791336,0.712485,0.237982,0.338517,0.240508,0.500806,0.081121,0.025699,0.132943,4353,36631,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.3,0,0.151016,0.085944,0.561538,0.743182,0.686581,0.294161,0.407162,0.213724,0.615936,0.058647,0.034519,0.166352,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.3,0,0.188575,0.150067,0.507316,0.743182,0.686581,0.294161,0.407162,0.213724,0.590335,0.082287,0.093404,0.209898,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.3,1,0.126788,0.059115,0.59325,0.761854,0.694514,0.269429,0.397248,0.202252,0.568337,0.110091,0.077154,0.089446,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.3,1,0.139398,0.110805,0.541806,0.761854,0.694514,0.269429,0.397248,0.202252,0.53691,0.111269,0.074088,0.135088,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.3,2,0.147187,0.115406,0.584264,0.738678,0.689016,0.306199,0.410291,0.214164,0.589133,0.066776,0.067822,0.166961,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.3,2,0.201389,0.159959,0.482143,0.738678,0.689016,0.306199,0.410291,0.214164,0.567929,0.079096,0.039289,0.222462,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.3,3,0.123693,0.061178,0.570423,0.767341,0.685805,0.246745,0.376225,0.200163,0.582756,0.109345,0.064076,0.067852,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.3,3,0.158451,0.386364,0.491153,0.767341,0.685805,0.246745,0.376225,0.200163,0.552862,0.124693,0.11338,0.143556,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.3,4,0.131696,0.134853,0.558174,0.756695,0.676931,0.25477,0.378498,0.203523,0.593313,0.097111,0.054551,0.130579,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.3,4,0.147909,0.126967,0.555072,0.756695,0.676931,0.25477,0.378498,0.203523,0.576154,0.0844,0.037894,0.110908,4353,36631,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.4,0,0.066292,0.032782,0.824535,0.645893,0.597066,0.355745,0.449808,0.184633,0.62942,0.062242,0.010572,0.05629,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.4,0,0.128124,0.138369,0.720388,0.645893,0.597066,0.355745,0.449808,0.184633,0.607432,0.1097,0.107082,0.067024,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.4,1,0.10597,0.076784,0.737924,0.656212,0.620738,0.369012,0.444462,0.195673,0.591713,0.066076,0.092222,0.048522,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.4,1,0.098082,0.226576,0.762339,0.656212,0.620738,0.369012,0.444462,0.195673,0.559576,0.083969,0.072866,0.139571,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.4,2,0.108666,0.061694,0.734473,0.662108,0.632354,0.373925,0.449701,0.187801,0.616884,0.061023,0.05451,0.120947,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.4,2,0.171429,0.225,0.639098,0.662108,0.632354,0.373925,0.449701,0.187801,0.595722,0.091479,0.1279,0.291715,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.4,3,0.06534,0.044979,0.814524,0.670297,0.61252,0.330522,0.439108,0.185182,0.624149,0.063765,0.04835,0.084887,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.4,3,0.160372,0.200647,0.621345,0.670297,0.61252,0.330522,0.439108,0.185182,0.593796,0.074074,0.040363,0.166535,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,label_noise,0.4,4,0.105619,0.104164,0.725538,0.659733,0.612027,0.350094,0.439111,0.193121,0.619016,0.023257,0.018601,0.036029,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,label_noise,0.4,4,0.095518,0.111496,0.751114,0.659733,0.612027,0.350094,0.439111,0.193121,0.598263,0.072285,0.134588,0.090405,4353,36631,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,1.0,0,0.198399,0.109817,0.303294,0.840717,0.766523,0.218737,0.239297,0.325366,0.26857,0.02548,0.023612,0.142332,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,1.0,0,0.145993,0.158974,0.417598,0.840717,0.766523,0.218737,0.239297,0.325366,0.255735,0.044277,0.069314,0.119062,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,1.0,1,0.189519,0.119686,0.341379,0.839161,0.76855,0.224552,0.248114,0.332446,0.224975,0.036349,0.025879,0.08331,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,1.0,1,0.152415,0.275641,0.429577,0.839161,0.76855,0.224552,0.248114,0.332446,0.202117,0.065556,0.075822,0.070653,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,1.0,2,0.155532,0.067245,0.381026,0.836623,0.747998,0.200721,0.226702,0.314346,0.274262,0.021085,0.027248,0.111547,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,1.0,2,0.173611,0.334714,0.264706,0.836623,0.747998,0.200721,0.226702,0.314346,0.249457,0.05222,0.09084,0.154578,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,1.0,3,0.166859,0.076667,0.397116,0.838588,0.765359,0.221194,0.24287,0.327034,0.242593,0.03254,0.024417,0.096801,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,1.0,3,0.140581,0.121212,0.455594,0.838588,0.765359,0.221194,0.24287,0.327034,0.214948,0.062101,0.109412,0.116314,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,1.0,4,0.158771,0.078988,0.373477,0.8417,0.755323,0.201212,0.228545,0.318818,0.273523,0.018887,0.018081,0.120988,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,1.0,4,0.103163,0.093233,0.516036,0.8417,0.755323,0.201212,0.228545,0.318818,0.273119,0.047181,0.061615,0.08415,4353,36631,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.5,0,0.186413,0.097028,0.393246,0.820654,0.75791,0.245189,0.255353,0.35413,0.256084,0.056814,0.047125,0.152948,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.5,0,0.139461,0.167055,0.464255,0.820654,0.75791,0.245189,0.255353,0.35413,0.237519,0.073961,0.103947,0.137957,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.5,1,0.187064,0.09247,0.35432,0.830808,0.759072,0.227336,0.243807,0.34146,0.223268,0.042732,0.036739,0.103803,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.5,1,0.171754,0.244247,0.309329,0.830808,0.759072,0.227336,0.243807,0.34146,0.197904,0.058008,0.063064,0.104808,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.5,2,0.183105,0.094183,0.385024,0.822537,0.755512,0.238228,0.251343,0.351768,0.247913,0.042308,0.041234,0.116618,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.5,2,0.147817,0.166667,0.43985,0.822537,0.755512,0.238228,0.251343,0.351768,0.226363,0.069736,0.10793,0.1229,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.5,3,0.158512,0.074099,0.405655,0.824421,0.740682,0.213905,0.226544,0.334621,0.214747,0.052493,0.030997,0.070381,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.5,3,0.114251,0.128788,0.498566,0.824421,0.740682,0.213905,0.226544,0.334621,0.184442,0.084483,0.091318,0.067139,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.5,4,0.183989,0.117138,0.371154,0.82524,0.754825,0.232086,0.248897,0.343719,0.257184,0.035665,0.027928,0.126974,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.5,4,0.134462,0.14787,0.456845,0.82524,0.754825,0.232086,0.248897,0.343719,0.245409,0.05433,0.041101,0.094272,4353,18316,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.2,0,0.177206,0.092976,0.405885,0.815576,0.746714,0.239292,0.244924,0.375948,0.207,0.068145,0.047783,0.094968,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.2,0,0.148548,0.289089,0.443318,0.815576,0.746714,0.239292,0.244924,0.375948,0.183478,0.09555,0.088092,0.106953,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.2,1,0.200583,0.122493,0.351136,0.813774,0.746351,0.242241,0.246321,0.380317,0.160569,0.08305,0.055943,0.097429,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.2,1,0.125626,0.234861,0.512121,0.813774,0.746351,0.242241,0.246321,0.380317,0.129619,0.101023,0.113659,0.066931,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.2,2,0.191951,0.108856,0.353733,0.811563,0.737861,0.234625,0.240799,0.36619,0.189432,0.079955,0.068431,0.117327,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,race,subsample,0.2,2,0.149325,0.206928,0.403499,0.811563,0.737861,0.234625,0.240799,0.36619,0.160217,0.089192,0.113102,0.091904,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
adult,mlp,sex,subsample,0.2,3,0.169692,0.085876,0.377209,0.817623,0.732813,0.215953,0.223665,0.358723,0.17912,0.076698,0.04314,0.091182,4353,7326,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
